customer_id,usage_month,sessions,minutes_used
425,2022-08-01,10,197
425,2022-09-01,9,196
425,2022-10-01,11,329
425,2022-11-01,9,307
425,2022-12-01,16,287
425,2023-01-01,24,262
425,2023-02-01,17,282
425,2023-03-01,18,245
425,2023-04-01,16,240
425,2023-05-01,15,236
425,2023-06-01,10,225
425,2023-07-01,14,203
425,2023-08-01,17,198
425,2023-09-01,14,363
425,2023-10-01,17,223
425,2023-11-01,12,162
425,2023-12-01,11,194
426,2023-10-01,34,605
426,2023-11-01,25,566
426,2023-12-01,26,707
427,2022-09-01,19,586
427,2022-10-01,27,572
427,2022-11-01,30,703
427,2022-12-01,31,610
427,2023-01-01,36,691
427,2023-02-01,28,750
427,2023-03-01,32,669
427,2023-04-01,29,667
427,2023-05-01,26,593
427,2023-06-01,32,659
427,2023-07-01,27,696
427,2023-08-01,31,658
427,2023-09-01,30,687
427,2023-10-01,26,590
427,2023-11-01,32,612
427,2023-12-01,34,640
428,2023-01-01,13,237
428,2023-02-01,7,238
428,2023-03-01,6,278
428,2023-04-01,17,257
428,2023-05-01,8,346
428,2023-06-01,15,255
428,2023-07-01,16,171
428,2023-08-01,5,200
428,2023-09-01,16,295
428,2023-10-01,9,158
428,2023-11-01,11,427
428,2023-12-01,13,308
429,2023-09-01,19,380
429,2023-10-01,21,425
429,2023-11-01,28,441
429,2023-12-01,19,408
430,2022-04-01,10,266
430,2022-05-01,17,235
430,2022-06-01,11,222
430,2022-07-01,8,347
430,2022-08-01,13,160
430,2022-09-01,10,219
430,2022-10-01,13,267
430,2022-11-01,15,277
430,2022-12-01,15,188
430,2023-01-01,7,232
430,2023-02-01,15,279
430,2023-03-01,3,328
430,2023-04-01,25,303
430,2023-05-01,21,255
430,2023-06-01,9,281
430,2023-07-01,15,143
430,2023-08-01,11,292
430,2023-09-01,19,235
430,2023-10-01,17,299
430,2023-11-01,8,249
430,2023-12-01,13,273
431,2023-11-01,9,277
431,2023-12-01,13,90
432,2023-10-01,15,192
432,2023-11-01,9,190
432,2023-12-01,12,270
433,2023-10-01,18,317
433,2023-11-01,31,511
433,2023-12-01,26,459
434,2022-04-01,22,363
434,2022-05-01,15,362
434,2022-06-01,26,474
434,2022-07-01,21,458
434,2022-08-01,26,487
434,2022-09-01,18,434
434,2022-10-01,19,423
434,2022-11-01,19,498
434,2022-12-01,24,415
434,2023-01-01,18,376
434,2023-02-01,22,343
434,2023-03-01,23,396
434,2023-04-01,23,512
434,2023-05-01,28,495
434,2023-06-01,14,396
434,2023-07-01,7,199
434,2023-08-01,5,163
435,2023-08-01,33,568
435,2023-09-01,40,718
435,2023-10-01,30,599
435,2023-11-01,28,767
435,2023-12-01,27,504
436,2022-02-01,23,311
436,2022-03-01,18,348
436,2022-04-01,21,401
436,2022-05-01,24,371
436,2022-06-01,20,489
436,2022-07-01,25,489
436,2022-08-01,25,427
436,2022-09-01,17,500
436,2022-10-01,21,463
436,2022-11-01,21,452
436,2022-12-01,19,421
436,2023-01-01,26,559
436,2023-02-01,28,391
436,2023-03-01,23,572
436,2023-04-01,28,471
436,2023-05-01,15,558
436,2023-06-01,21,436
436,2023-07-01,19,496
436,2023-08-01,23,566
436,2023-09-01,24,568
436,2023-10-01,28,440
436,2023-11-01,28,589
436,2023-12-01,22,293
437,2022-12-01,16,143
437,2023-01-01,10,248
437,2023-02-01,12,309
437,2023-03-01,10,305
437,2023-04-01,12,207
437,2023-05-01,13,202
437,2023-06-01,16,219
437,2023-07-01,15,285
437,2023-08-01,8,245
437,2023-09-01,8,251
437,2023-10-01,18,209
437,2023-11-01,8,221
437,2023-12-01,8,209
438,2023-04-01,23,404
438,2023-05-01,24,378
438,2023-06-01,18,455
438,2023-07-01,16,439
438,2023-08-01,20,524
438,2023-09-01,18,553
438,2023-10-01,30,489
438,2023-11-01,16,479
438,2023-12-01,27,564
439,2022-04-01,15,318
439,2022-05-01,6,312
439,2022-06-01,14,357
439,2022-07-01,28,392
439,2022-08-01,10,193
439,2022-09-01,17,277
439,2022-10-01,17,346
439,2022-11-01,9,357
439,2022-12-01,10,249
439,2023-01-01,6,198
439,2023-02-01,0,6
440,2022-05-01,16,468
440,2022-06-01,11,469
440,2022-07-01,18,393
440,2022-08-01,26,517
440,2022-09-01,21,462
440,2022-10-01,27,409
440,2022-11-01,24,459
440,2022-12-01,27,386
440,2023-01-01,26,381
440,2023-02-01,25,441
440,2023-03-01,27,486
440,2023-04-01,19,392
440,2023-05-01,21,500
440,2023-06-01,21,698
440,2023-07-01,20,496
440,2023-08-01,21,592
440,2023-09-01,21,529
440,2023-10-01,23,404
440,2023-11-01,22,437
440,2023-12-01,22,463
441,2023-01-01,16,405
441,2023-02-01,7,212
441,2023-03-01,13,308
441,2023-04-01,6,60
442,2023-10-01,30,621
442,2023-11-01,31,621
442,2023-12-01,22,702
443,2022-02-01,14,254
443,2022-03-01,12,327
443,2022-04-01,15,256
443,2022-05-01,14,327
443,2022-06-01,13,263
443,2022-07-01,19,263
443,2022-08-01,9,295
443,2022-09-01,16,199
443,2022-10-01,16,328
443,2022-11-01,10,253
443,2022-12-01,15,279
443,2023-01-01,10,267
443,2023-02-01,16,240
443,2023-03-01,11,224
443,2023-04-01,17,264
443,2023-05-01,11,230
443,2023-06-01,19,257
443,2023-07-01,17,257
443,2023-08-01,14,233
443,2023-09-01,6,249
443,2023-10-01,12,253
443,2023-11-01,6,310
443,2023-12-01,19,187
444,2023-09-01,33,578
444,2023-10-01,30,625
444,2023-11-01,34,559
444,2023-12-01,34,599
445,2023-05-01,27,416
445,2023-06-01,22,350
445,2023-07-01,22,358
445,2023-08-01,21,390
445,2023-09-01,20,423
445,2023-10-01,21,528
445,2023-11-01,21,521
445,2023-12-01,17,430
446,2022-04-01,7,286
446,2022-05-01,16,226
446,2022-06-01,13,305
446,2022-07-01,8,262
446,2022-08-01,16,285
446,2022-09-01,10,217
446,2022-10-01,19,214
446,2022-11-01,16,304
446,2022-12-01,21,236
446,2023-01-01,14,205
446,2023-02-01,16,251
446,2023-03-01,16,233
446,2023-04-01,9,280
446,2023-05-01,18,380
446,2023-06-01,10,308
446,2023-07-01,17,330
446,2023-08-01,6,355
446,2023-09-01,12,272
446,2023-10-01,16,278
446,2023-11-01,12,145
446,2023-12-01,14,138
447,2023-09-01,7,241
447,2023-10-01,12,226
447,2023-11-01,18,197
447,2023-12-01,19,221
448,2022-04-01,18,499
448,2022-05-01,24,447
448,2022-06-01,21,349
448,2022-07-01,17,403
448,2022-08-01,27,421
448,2022-09-01,20,500
448,2022-10-01,18,531
448,2022-11-01,15,497
448,2022-12-01,25,518
448,2023-01-01,30,463
448,2023-02-01,20,435
448,2023-03-01,20,508
448,2023-04-01,17,481
448,2023-05-01,18,528
448,2023-06-01,11,520
448,2023-07-01,21,458
448,2023-08-01,21,494
448,2023-09-01,25,475
448,2023-10-01,26,518
448,2023-11-01,17,451
448,2023-12-01,22,464
449,2023-07-01,32,638
449,2023-08-01,27,586
449,2023-09-01,26,566
449,2023-10-01,33,710
449,2023-11-01,30,707
449,2023-12-01,31,648
450,2023-08-01,26,536
450,2023-09-01,29,704
450,2023-10-01,27,530
450,2023-11-01,30,643
450,2023-12-01,30,600
451,2023-05-01,13,251
451,2023-06-01,17,212
451,2023-07-01,10,187
451,2023-08-01,18,291
451,2023-09-01,20,352
451,2023-10-01,13,139
451,2023-11-01,15,227
451,2023-12-01,11,265
452,2022-08-01,19,457
452,2022-09-01,20,503
452,2022-10-01,19,372
452,2022-11-01,25,480
452,2022-12-01,14,514
452,2023-01-01,17,453
452,2023-02-01,19,533
452,2023-03-01,23,541
452,2023-04-01,25,487
452,2023-05-01,27,445
452,2023-06-01,27,483
452,2023-07-01,15,469
452,2023-08-01,24,478
452,2023-09-01,24,403
452,2023-10-01,23,506
452,2023-11-01,21,416
452,2023-12-01,25,474
453,2022-09-01,9,197
453,2022-10-01,18,291
453,2022-11-01,8,197
453,2022-12-01,9,285
453,2023-01-01,15,355
453,2023-02-01,15,266
453,2023-03-01,16,315
453,2023-04-01,17,247
453,2023-05-01,7,272
453,2023-06-01,14,228
453,2023-07-01,12,290
453,2023-08-01,14,290
453,2023-09-01,8,284
453,2023-10-01,17,245
453,2023-11-01,13,239
453,2023-12-01,13,339
454,2022-07-01,28,526
454,2022-08-01,36,595
454,2022-09-01,33,656
454,2022-10-01,31,669
454,2022-11-01,32,733
454,2022-12-01,34,648
454,2023-01-01,37,727
454,2023-02-01,45,743
454,2023-03-01,37,667
454,2023-04-01,30,667
454,2023-05-01,33,685
454,2023-06-01,33,627
454,2023-07-01,31,661
454,2023-08-01,36,693
454,2023-09-01,39,688
454,2023-10-01,29,746
454,2023-11-01,29,617
454,2023-12-01,31,667
455,2023-12-01,11,174
456,2023-03-01,21,576
456,2023-04-01,33,528
456,2023-05-01,36,700
456,2023-06-01,33,617
456,2023-07-01,33,741
456,2023-08-01,40,527
456,2023-09-01,39,756
456,2023-10-01,34,627
456,2023-11-01,38,636
456,2023-12-01,29,716
457,2023-08-01,19,212
457,2023-09-01,15,359
457,2023-10-01,11,276
457,2023-11-01,14,390
457,2023-12-01,16,174
458,2022-09-01,17,381
458,2022-10-01,22,444
458,2022-11-01,22,337
458,2022-12-01,17,508
458,2023-01-01,18,539
458,2023-02-01,21,438
458,2023-03-01,21,495
458,2023-04-01,24,332
458,2023-05-01,21,503
458,2023-06-01,19,531
458,2023-07-01,22,572
458,2023-08-01,20,527
458,2023-09-01,26,407
458,2023-10-01,22,473
458,2023-11-01,29,509
458,2023-12-01,21,399
459,2022-03-01,8,161
459,2022-04-01,8,195
459,2022-05-01,9,310
459,2022-06-01,13,289
459,2022-07-01,9,284
459,2022-08-01,4,194
459,2022-09-01,5,78
459,2022-10-01,9,9
460,2022-06-01,22,701
460,2022-07-01,26,562
460,2022-08-01,29,712
460,2022-09-01,27,613
460,2022-10-01,24,646
460,2022-11-01,30,658
460,2022-12-01,26,652
460,2023-01-01,27,755
460,2023-02-01,45,735
460,2023-03-01,21,676
460,2023-04-01,38,707
460,2023-05-01,37,711
460,2023-06-01,28,668
460,2023-07-01,32,689
460,2023-08-01,29,692
460,2023-09-01,24,617
460,2023-10-01,28,643
460,2023-11-01,30,746
460,2023-12-01,29,726
461,2023-10-01,12,229
461,2023-11-01,12,264
461,2023-12-01,11,153
462,2023-03-01,15,423
462,2023-04-01,25,371
462,2023-05-01,18,453
462,2023-06-01,29,429
462,2023-07-01,21,350
462,2023-08-01,18,472
462,2023-09-01,13,489
462,2023-10-01,14,405
462,2023-11-01,24,395
462,2023-12-01,20,439
463,2022-03-01,32,650
463,2022-04-01,26,689
463,2022-05-01,28,684
463,2022-06-01,30,577
463,2022-07-01,37,693
463,2022-08-01,36,682
463,2022-09-01,29,588
463,2022-10-01,33,582
463,2022-11-01,35,636
463,2022-12-01,34,696
463,2023-01-01,27,728
463,2023-02-01,23,663
463,2023-03-01,29,574
463,2023-04-01,36,673
463,2023-05-01,37,637
463,2023-06-01,33,642
463,2023-07-01,36,711
463,2023-08-01,27,639
463,2023-09-01,28,715
463,2023-10-01,29,595
463,2023-11-01,29,706
463,2023-12-01,34,596
464,2023-11-01,22,412
464,2023-12-01,18,452
465,2022-10-01,26,581
465,2022-11-01,32,604
465,2022-12-01,33,674
465,2023-01-01,29,728
465,2023-02-01,25,619
465,2023-03-01,34,731
465,2023-04-01,33,655
465,2023-05-01,33,580
465,2023-06-01,33,627
465,2023-07-01,31,609
465,2023-08-01,41,699
465,2023-09-01,34,642
465,2023-10-01,32,715
465,2023-11-01,25,724
465,2023-12-01,32,614
466,2022-08-01,12,168
466,2022-09-01,10,247
466,2022-10-01,10,266
466,2022-11-01,16,198
466,2022-12-01,14,267
466,2023-01-01,20,294
466,2023-02-01,15,315
466,2023-03-01,15,210
466,2023-04-01,8,192
466,2023-05-01,15,197
466,2023-06-01,12,275
466,2023-07-01,11,273
466,2023-08-01,11,289
466,2023-09-01,14,236
466,2023-10-01,15,290
466,2023-11-01,12,243
466,2023-12-01,13,278
467,2022-03-01,31,588
467,2022-04-01,33,680
467,2022-05-01,23,693
467,2022-06-01,22,646
467,2022-07-01,32,638
467,2022-08-01,29,626
467,2022-09-01,34,691
467,2022-10-01,38,593
467,2022-11-01,24,622
467,2022-12-01,27,631
467,2023-01-01,40,623
467,2023-02-01,25,603
467,2023-03-01,29,713
467,2023-04-01,30,648
467,2023-05-01,27,683
467,2023-06-01,30,683
467,2023-07-01,32,621
467,2023-08-01,33,603
467,2023-09-01,25,597
467,2023-10-01,30,539
467,2023-11-01,25,655
467,2023-12-01,35,617
468,2022-02-01,17,326
468,2022-03-01,15,281
468,2022-04-01,11,304
468,2022-05-01,7,315
468,2022-06-01,18,300
468,2022-07-01,12,281
468,2022-08-01,8,277
468,2022-09-01,17,362
468,2022-10-01,14,426
468,2022-11-01,14,255
468,2022-12-01,8,369
468,2023-01-01,16,176
468,2023-02-01,15,241
468,2023-03-01,6,274
468,2023-04-01,0,338
468,2023-05-01,8,266
468,2023-06-01,14,271
468,2023-07-01,13,296
468,2023-08-01,11,309
468,2023-09-01,11,343
468,2023-10-01,6,301
468,2023-11-01,13,375
468,2023-12-01,12,165
469,2022-04-01,14,218
469,2022-05-01,20,216
469,2022-06-01,10,207
469,2022-07-01,14,300
469,2022-08-01,17,283
469,2022-09-01,8,184
469,2022-10-01,9,245
469,2022-11-01,13,246
469,2022-12-01,5,223
469,2023-01-01,15,264
469,2023-02-01,14,294
469,2023-03-01,10,279
469,2023-04-01,8,247
469,2023-05-01,7,369
469,2023-06-01,19,229
469,2023-07-01,17,169
469,2023-08-01,6,132
469,2023-09-01,0,61
470,2023-03-01,19,451
470,2023-04-01,28,440
470,2023-05-01,21,472
470,2023-06-01,18,510
470,2023-07-01,18,440
470,2023-08-01,20,451
470,2023-09-01,13,510
470,2023-10-01,11,222
470,2023-11-01,9,99
471,2022-07-01,26,670
471,2022-08-01,31,696
471,2022-09-01,32,589
471,2022-10-01,24,674
471,2022-11-01,38,618
471,2022-12-01,31,735
471,2023-01-01,26,668
471,2023-02-01,28,708
471,2023-03-01,35,647
471,2023-04-01,26,528
471,2023-05-01,33,654
471,2023-06-01,28,755
471,2023-07-01,36,666
471,2023-08-01,37,654
471,2023-09-01,27,656
471,2023-10-01,34,640
471,2023-11-01,36,629
471,2023-12-01,30,638
472,2022-08-01,34,652
472,2022-09-01,30,585
472,2022-10-01,29,710
472,2022-11-01,31,588
472,2022-12-01,44,658
472,2023-01-01,21,710
472,2023-02-01,31,676
472,2023-03-01,29,617
472,2023-04-01,31,630
472,2023-05-01,32,586
472,2023-06-01,36,636
472,2023-07-01,32,631
472,2023-08-01,31,667
472,2023-09-01,27,754
472,2023-10-01,28,601
472,2023-11-01,32,591
472,2023-12-01,31,674
473,2023-04-01,11,206
473,2023-05-01,14,170
473,2023-06-01,12,277
473,2023-07-01,10,320
473,2023-08-01,15,150
473,2023-09-01,10,244
473,2023-10-01,16,308
473,2023-11-01,14,331
473,2023-12-01,7,241
474,2023-03-01,33,539
474,2023-04-01,32,590
474,2023-05-01,24,516
474,2023-06-01,21,209
474,2023-07-01,8,182
475,2022-12-01,3,200
475,2023-01-01,13,156
475,2023-02-01,11,222
475,2023-03-01,21,257
475,2023-04-01,11,307
475,2023-05-01,11,384
475,2023-06-01,23,333
475,2023-07-01,17,347
475,2023-08-01,17,117
475,2023-09-01,15,260
475,2023-10-01,20,237
475,2023-11-01,14,420
475,2023-12-01,8,330
476,2023-07-01,11,266
476,2023-08-01,12,306
476,2023-09-01,15,170
476,2023-10-01,15,277
476,2023-11-01,15,307
476,2023-12-01,11,143
477,2023-09-01,8,183
477,2023-10-01,15,214
477,2023-11-01,12,343
477,2023-12-01,9,289
478,2022-10-01,29,558
478,2022-11-01,26,765
478,2022-12-01,33,652
478,2023-01-01,36,622
478,2023-02-01,29,733
478,2023-03-01,33,737
478,2023-04-01,32,675
478,2023-05-01,34,586
478,2023-06-01,24,719
478,2023-07-01,28,550
478,2023-08-01,32,630
478,2023-09-01,32,667
478,2023-10-01,27,639
478,2023-11-01,34,555
478,2023-12-01,39,624
479,2022-09-01,27,554
479,2022-10-01,31,559
479,2022-11-01,25,492
479,2022-12-01,29,547
479,2023-01-01,38,626
479,2023-02-01,33,730
479,2023-03-01,35,558
479,2023-04-01,30,754
479,2023-05-01,27,646
479,2023-06-01,36,684
479,2023-07-01,29,720
479,2023-08-01,37,648
479,2023-09-01,27,631
479,2023-10-01,29,551
479,2023-11-01,29,703
479,2023-12-01,37,668
480,2022-12-01,6,352
480,2023-01-01,7,206
480,2023-02-01,2,87
481,2022-01-01,27,479
481,2022-02-01,24,569
481,2022-03-01,29,579
481,2022-04-01,33,665
481,2022-05-01,34,604
481,2022-06-01,39,680
481,2022-07-01,29,624
481,2022-08-01,33,668
481,2022-09-01,35,550
481,2022-10-01,36,598
481,2022-11-01,29,708
481,2022-12-01,26,696
481,2023-01-01,27,665
481,2023-02-01,19,526
481,2023-03-01,12,253
481,2023-04-01,11,105
482,2023-06-01,9,223
482,2023-07-01,6,224
482,2023-08-01,2,162
482,2023-09-01,5,77
482,2023-10-01,0,64
483,2022-04-01,22,426
483,2022-05-01,20,343
483,2022-06-01,26,370
483,2022-07-01,20,491
483,2022-08-01,24,394
483,2022-09-01,21,347
483,2022-10-01,20,324
483,2022-11-01,23,580
483,2022-12-01,24,445
483,2023-01-01,22,468
483,2023-02-01,23,433
483,2023-03-01,19,418
483,2023-04-01,21,415
483,2023-05-01,14,500
483,2023-06-01,20,501
483,2023-07-01,21,475
483,2023-08-01,27,514
483,2023-09-01,27,542
483,2023-10-01,16,422
483,2023-11-01,14,408
483,2023-12-01,21,538
484,2022-06-01,11,216
484,2022-07-01,17,356
484,2022-08-01,14,148
484,2022-09-01,13,236
484,2022-10-01,14,275
484,2022-11-01,14,299
484,2022-12-01,18,327
484,2023-01-01,5,265
484,2023-02-01,17,339
484,2023-03-01,13,213
484,2023-04-01,13,350
484,2023-05-01,13,293
484,2023-06-01,11,219
484,2023-07-01,13,256
484,2023-08-01,15,331
484,2023-09-01,15,214
484,2023-10-01,12,205
484,2023-11-01,15,242
484,2023-12-01,10,287
485,2022-08-01,10,165
485,2022-09-01,12,228
485,2022-10-01,10,144
485,2022-11-01,8,339
485,2022-12-01,9,233
485,2023-01-01,21,271
485,2023-02-01,18,267
485,2023-03-01,13,267
485,2023-04-01,11,277
485,2023-05-01,8,385
485,2023-06-01,3,221
485,2023-07-01,14,141
485,2023-08-01,12,378
485,2023-09-01,9,195
485,2023-10-01,13,302
485,2023-11-01,13,357
485,2023-12-01,15,309
486,2023-10-01,26,729
486,2023-11-01,24,728
486,2023-12-01,31,693
487,2023-03-01,10,287
487,2023-04-01,13,297
487,2023-05-01,8,264
487,2023-06-01,15,311
487,2023-07-01,15,151
487,2023-08-01,12,212
487,2023-09-01,21,335
487,2023-10-01,9,190
487,2023-11-01,11,311
487,2023-12-01,18,348
488,2023-08-01,9,265
488,2023-09-01,15,292
488,2023-10-01,18,324
488,2023-11-01,20,279
488,2023-12-01,14,157
489,2022-11-01,24,448
489,2022-12-01,17,481
489,2023-01-01,19,507
489,2023-02-01,18,416
489,2023-03-01,19,444
489,2023-04-01,20,452
489,2023-05-01,32,410
489,2023-06-01,24,439
489,2023-07-01,20,520
489,2023-08-01,25,438
489,2023-09-01,26,335
489,2023-10-01,24,375
489,2023-11-01,20,528
489,2023-12-01,23,511
490,2023-05-01,16,256
490,2023-06-01,11,255
490,2023-07-01,16,247
490,2023-08-01,8,198
490,2023-09-01,15,267
490,2023-10-01,11,235
490,2023-11-01,11,273
490,2023-12-01,13,147
491,2022-01-01,14,342
491,2022-02-01,20,468
491,2022-03-01,24,469
491,2022-04-01,20,489
491,2022-05-01,27,481
491,2022-06-01,26,488
491,2022-07-01,27,537
491,2022-08-01,26,520
491,2022-09-01,18,502
491,2022-10-01,27,425
491,2022-11-01,18,514
491,2022-12-01,21,573
491,2023-01-01,24,363
491,2023-02-01,25,522
491,2023-03-01,19,447
491,2023-04-01,18,441
491,2023-05-01,17,527
491,2023-06-01,15,483
491,2023-07-01,16,360
491,2023-08-01,19,428
491,2023-09-01,24,360
491,2023-10-01,21,437
491,2023-11-01,18,441
491,2023-12-01,19,419
492,2022-12-01,6,111
492,2023-01-01,9,200
492,2023-02-01,11,240
492,2023-03-01,14,257
492,2023-04-01,14,253
492,2023-05-01,9,232
492,2023-06-01,11,193
492,2023-07-01,10,211
492,2023-08-01,9,300
492,2023-09-01,8,250
492,2023-10-01,20,143
492,2023-11-01,8,344
492,2023-12-01,9,271
493,2022-09-01,21,449
493,2022-10-01,17,458
493,2022-11-01,21,471
493,2022-12-01,23,512
493,2023-01-01,18,451
493,2023-02-01,21,380
493,2023-03-01,24,395
493,2023-04-01,23,503
493,2023-05-01,20,385
493,2023-06-01,19,567
493,2023-07-01,25,390
493,2023-08-01,24,534
493,2023-09-01,25,556
493,2023-10-01,16,433
493,2023-11-01,12,382
493,2023-12-01,17,185
494,2023-05-01,16,444
494,2023-06-01,15,487
494,2023-07-01,16,488
494,2023-08-01,20,427
494,2023-09-01,21,470
494,2023-10-01,20,442
494,2023-11-01,22,419
494,2023-12-01,27,451
495,2022-06-01,20,558
495,2022-07-01,22,448
495,2022-08-01,19,446
495,2022-09-01,25,397
495,2022-10-01,20,394
495,2022-11-01,15,486
495,2022-12-01,22,601
495,2023-01-01,17,523
495,2023-02-01,27,486
495,2023-03-01,18,435
495,2023-04-01,21,612
495,2023-05-01,24,410
495,2023-06-01,16,422
495,2023-07-01,18,465
495,2023-08-01,26,437
495,2023-09-01,19,501
495,2023-10-01,20,463
495,2023-11-01,22,422
495,2023-12-01,26,485
496,2023-04-01,11,139
496,2023-05-01,14,183
496,2023-06-01,10,305
496,2023-07-01,6,340
496,2023-08-01,17,380
496,2023-09-01,7,363
496,2023-10-01,11,121
496,2023-11-01,14,317
496,2023-12-01,9,347
497,2023-10-01,24,726
497,2023-11-01,32,642
497,2023-12-01,31,551
498,2023-11-01,8,190
498,2023-12-01,20,290
499,2023-11-01,17,249
499,2023-12-01,8,434
500,2023-01-01,18,455
500,2023-02-01,14,449
500,2023-03-01,25,551
500,2023-04-01,28,395
500,2023-05-01,19,371
500,2023-06-01,19,503
500,2023-07-01,18,497
500,2023-08-01,27,468
500,2023-09-01,22,391
500,2023-10-01,20,494
500,2023-11-01,23,398
500,2023-12-01,20,476
501,2023-06-01,33,575
501,2023-07-01,26,563
501,2023-08-01,37,575
501,2023-09-01,30,721
501,2023-10-01,22,653
501,2023-11-01,33,595
501,2023-12-01,30,793
502,2023-11-01,10,193
502,2023-12-01,8,229
503,2023-03-01,12,357
503,2023-04-01,2,371
503,2023-05-01,12,169
503,2023-06-01,7,198
503,2023-07-01,15,272
503,2023-08-01,14,284
503,2023-09-01,18,280
503,2023-10-01,10,225
503,2023-11-01,14,214
503,2023-12-01,17,302
504,2023-09-01,29,674
504,2023-10-01,33,540
504,2023-11-01,28,642
504,2023-12-01,26,766
505,2022-09-01,24,701
505,2022-10-01,35,603
505,2022-11-01,25,544
505,2022-12-01,31,641
505,2023-01-01,33,698
505,2023-02-01,39,646
505,2023-03-01,32,633
505,2023-04-01,33,616
505,2023-05-01,33,669
505,2023-06-01,29,765
505,2023-07-01,36,659
505,2023-08-01,28,722
505,2023-09-01,35,582
505,2023-10-01,30,655
505,2023-11-01,33,675
505,2023-12-01,30,646
506,2023-07-01,22,537
506,2023-08-01,26,655
506,2023-09-01,28,540
506,2023-10-01,31,715
506,2023-11-01,24,607
506,2023-12-01,30,742
507,2023-02-01,23,462
507,2023-03-01,17,484
507,2023-04-01,17,445
507,2023-05-01,20,452
507,2023-06-01,26,409
507,2023-07-01,21,508
507,2023-08-01,29,468
507,2023-09-01,24,499
507,2023-10-01,26,487
507,2023-11-01,20,543
507,2023-12-01,26,500
508,2022-06-01,16,375
508,2022-07-01,22,429
508,2022-08-01,20,446
508,2022-09-01,23,428
508,2022-10-01,17,405
508,2022-11-01,21,433
508,2022-12-01,27,490
508,2023-01-01,18,461
508,2023-02-01,14,526
508,2023-03-01,17,446
508,2023-04-01,24,525
508,2023-05-01,21,467
508,2023-06-01,22,450
508,2023-07-01,11,508
508,2023-08-01,24,420
508,2023-09-01,18,375
508,2023-10-01,21,418
508,2023-11-01,29,588
508,2023-12-01,25,405
509,2022-02-01,17,334
509,2022-03-01,19,430
509,2022-04-01,23,364
509,2022-05-01,15,414
509,2022-06-01,24,519
509,2022-07-01,23,441
509,2022-08-01,24,392
509,2022-09-01,20,454
509,2022-10-01,31,633
509,2022-11-01,16,434
509,2022-12-01,20,352
509,2023-01-01,27,532
509,2023-02-01,16,507
509,2023-03-01,14,511
509,2023-04-01,20,572
509,2023-05-01,12,466
509,2023-06-01,25,564
509,2023-07-01,14,507
509,2023-08-01,18,503
509,2023-09-01,24,437
509,2023-10-01,22,496
509,2023-11-01,20,528
509,2023-12-01,28,432
510,2023-07-01,13,202
510,2023-08-01,9,152
510,2023-09-01,12,97
510,2023-10-01,14,176
510,2023-11-01,10,245
510,2023-12-01,8,332
511,2022-10-01,6,253
511,2022-11-01,12,137
511,2022-12-01,13,184
511,2023-01-01,13,200
511,2023-02-01,11,237
511,2023-03-01,21,248
511,2023-04-01,10,364
511,2023-05-01,16,279
511,2023-06-01,11,285
511,2023-07-01,18,298
511,2023-08-01,15,223
511,2023-09-01,16,317
511,2023-10-01,27,203
511,2023-11-01,12,142
511,2023-12-01,16,234
512,2023-02-01,20,420
512,2023-03-01,25,408
512,2023-04-01,26,506
512,2023-05-01,17,406
512,2023-06-01,18,379
512,2023-07-01,16,482
512,2023-08-01,19,551
512,2023-09-01,28,388
512,2023-10-01,20,448
512,2023-11-01,14,432
512,2023-12-01,25,511
513,2022-01-01,9,231
513,2022-02-01,6,284
513,2022-03-01,12,124
513,2022-04-01,8,273
513,2022-05-01,17,407
513,2022-06-01,14,273
513,2022-07-01,19,135
513,2022-08-01,9,313
513,2022-09-01,12,313
513,2022-10-01,4,215
513,2022-11-01,10,64
513,2022-12-01,9,111
514,2023-08-01,26,666
514,2023-09-01,23,624
514,2023-10-01,22,693
514,2023-11-01,33,726
514,2023-12-01,33,608
515,2022-10-01,11,432
515,2022-11-01,24,349
515,2022-12-01,23,444
515,2023-01-01,22,422
515,2023-02-01,20,465
515,2023-03-01,18,364
515,2023-04-01,15,330
515,2023-05-01,7,209
516,2022-09-01,20,473
516,2022-10-01,33,404
516,2022-11-01,16,445
516,2022-12-01,21,415
516,2023-01-01,24,448
516,2023-02-01,20,421
516,2023-03-01,21,485
516,2023-04-01,16,260
516,2023-05-01,21,376
516,2023-06-01,22,488
516,2023-07-01,19,454
516,2023-08-01,21,573
516,2023-09-01,22,506
516,2023-10-01,28,449
516,2023-11-01,19,491
516,2023-12-01,28,489
517,2023-05-01,15,228
517,2023-06-01,6,178
517,2023-07-01,10,160
517,2023-08-01,6,326
517,2023-09-01,12,278
517,2023-10-01,10,233
517,2023-11-01,12,237
517,2023-12-01,18,333
518,2022-02-01,14,450
518,2022-03-01,18,325
518,2022-04-01,17,481
518,2022-05-01,23,421
518,2022-06-01,21,421
518,2022-07-01,24,593
518,2022-08-01,27,499
518,2022-09-01,27,468
518,2022-10-01,19,491
518,2022-11-01,23,460
518,2022-12-01,25,508
518,2023-01-01,22,441
518,2023-02-01,24,453
518,2023-03-01,25,542
518,2023-04-01,22,473
518,2023-05-01,25,509
518,2023-06-01,23,462
518,2023-07-01,19,393
518,2023-08-01,21,438
518,2023-09-01,19,476
518,2023-10-01,26,502
518,2023-11-01,23,468
518,2023-12-01,25,503
519,2023-12-01,10,319
520,2022-03-01,13,384
520,2022-04-01,12,318
520,2022-05-01,7,339
