customer_id,signup_date,country,acquisition_channel
1725,2023-07-24,USA,Google Ads
1726,2023-06-11,France,Organic
1727,2022-06-11,Germany,Organic
1728,2022-06-12,Canada,Organic
1729,2023-06-08,Germany,Organic
1730,2022-09-28,Germany,LinkedIn
1731,2023-05-07,France,LinkedIn
1732,2022-07-27,Germany,LinkedIn
1733,2023-06-23,USA,Organic
1734,2023-08-07,Germany,LinkedIn
1735,2022-03-01,France,Google Ads
1736,2023-03-06,Germany,Google Ads
1737,2023-10-19,Canada,Organic
1738,2023-08-28,Canada,Google Ads
1739,2022-11-05,Canada,LinkedIn
1740,2023-06-04,UK,Organic
1741,2023-08-14,Canada,LinkedIn
1742,2022-01-27,Canada,Organic
1743,2023-11-17,UK,LinkedIn
1744,2023-07-16,Canada,Google Ads
1745,2022-07-18,France,Organic
1746,2023-01-22,Canada,Google Ads
1747,2022-12-15,Canada,Referral
1748,2023-11-24,UK,Google Ads
1749,2023-06-20,France,Google Ads
1750,2023-01-13,Germany,Referral
1751,2023-07-12,USA,Google Ads
1752,2023-06-11,France,LinkedIn
1753,2022-06-02,Germany,Organic
1754,2022-07-25,France,Google Ads
1755,2023-03-31,Germany,Google Ads
1756,2022-09-30,Germany,LinkedIn
1757,2022-08-24,France,LinkedIn
1758,2023-06-05,UK,Organic
1759,2023-11-09,France,Google Ads
1760,2023-12-27,France,Organic
1761,2023-05-16,Germany,Referral
1762,2022-04-27,USA,LinkedIn
1763,2023-01-21,Germany,Google Ads
1764,2022-12-10,Canada,Referral
1765,2023-08-07,France,Google Ads
1766,2023-01-30,France,Google Ads
1767,2022-03-05,UK,Referral
1768,2023-12-18,Germany,Organic
1769,2023-12-22,UK,LinkedIn
1770,2022-03-13,France,Referral
1771,2022-10-01,Germany,Referral
1772,2022-11-16,Germany,Referral
1773,2022-12-04,Canada,Organic
1774,2023-01-01,Canada,Referral
1775,2023-05-10,USA,Google Ads
1776,2023-08-30,Canada,Google Ads
1777,2022-06-15,Germany,LinkedIn
1778,2023-06-28,Canada,Referral
1779,2022-01-11,USA,Google Ads
1780,2022-10-28,France,Organic
1781,2023-12-30,Canada,LinkedIn
1782,2022-04-12,Germany,LinkedIn
1783,2023-03-01,France,Google Ads
1784,2023-01-27,Germany,Google Ads
1785,2022-08-02,France,Organic
1786,2023-11-22,Germany,Organic
1787,2022-03-29,Canada,Google Ads
1788,2023-07-07,Canada,Google Ads
1789,2023-02-05,USA,Referral
1790,2023-08-11,France,Google Ads
1791,2022-02-15,USA,LinkedIn
1792,2023-11-03,UK,Organic
1793,2023-04-08,Canada,Google Ads
1794,2023-08-15,France,Google Ads
1795,2022-11-06,USA,Organic
1796,2022-03-27,USA,Google Ads
1797,2022-04-02,UK,Organic
1798,2023-10-22,USA,LinkedIn
1799,2023-11-04,Germany,Organic
1800,2023-12-15,Canada,Google Ads
1801,2022-08-30,USA,Google Ads
1802,2022-01-02,USA,Referral
1803,2022-08-13,UK,Referral
1804,2023-08-12,Germany,Google Ads
1805,2022-04-26,USA,Organic
1806,2023-10-28,Canada,Organic
1807,2022-04-13,Canada,LinkedIn
1808,2022-07-13,USA,Google Ads
1809,2022-06-15,Germany,LinkedIn
1810,2022-03-31,Canada,LinkedIn
1811,2023-11-17,Canada,Referral
1812,2022-05-02,Germany,Organic
1813,2022-05-23,Germany,Google Ads
1814,2022-04-16,USA,Google Ads
1815,2023-03-04,France,Google Ads
1816,2022-11-01,UK,LinkedIn
1817,2022-11-13,France,LinkedIn
1818,2023-09-27,France,Google Ads
1819,2022-01-09,Canada,Google Ads
1820,2022-03-14,Germany,Google Ads
1821,2022-12-25,Canada,Google Ads
1822,2022-08-11,UK,Referral
1823,2023-02-20,USA,Google Ads
1824,2023-07-07,UK,Google Ads
1825,2023-01-05,Canada,Organic
1826,2023-12-17,Canada,Referral
1827,2022-09-21,Canada,LinkedIn
1828,2023-11-21,Canada,Google Ads
1829,2022-11-14,France,Google Ads
1830,2022-03-25,USA,Referral
1831,2022-11-14,France,Google Ads
1832,2022-04-21,Canada,Google Ads
1833,2022-09-08,Germany,Organic
1834,2023-01-18,France,Organic
1835,2022-01-07,Canada,Google Ads
1836,2023-04-04,Canada,Google Ads
1837,2022-03-25,USA,Organic
1838,2022-07-27,UK,Google Ads
1839,2023-01-25,France,LinkedIn
1840,2022-11-10,France,Organic
1841,2022-01-22,France,Organic
1842,2023-02-14,Canada,Referral
1843,2023-05-30,USA,Google Ads
1844,2022-05-07,Canada,Google Ads
1845,2023-12-01,Canada,Organic
1846,2022-01-14,Germany,Organic
1847,2022-01-12,USA,LinkedIn
1848,2022-03-28,France,LinkedIn
1849,2023-06-08,UK,LinkedIn
1850,2023-06-21,France,LinkedIn
1851,2022-10-28,Canada,Organic
1852,2022-08-31,USA,LinkedIn
1853,2022-05-02,USA,Referral
1854,2022-05-27,USA,Google Ads
1855,2023-07-21,Germany,LinkedIn
1856,2022-12-22,France,Referral
1857,2023-11-16,Germany,Google Ads
1858,2023-09-23,UK,Organic
1859,2022-11-05,Canada,LinkedIn
1860,2023-11-26,Germany,Organic
1861,2022-10-15,Germany,Google Ads
1862,2022-11-03,Canada,LinkedIn
1863,2023-08-17,USA,Google Ads
1864,2023-12-24,Canada,Organic
1865,2023-10-24,France,Google Ads
1866,2023-07-03,Canada,LinkedIn
1867,2022-12-18,USA,LinkedIn
1868,2022-11-08,Canada,Google Ads
1869,2022-02-28,Germany,Organic
1870,2023-10-05,UK,Organic
1871,2023-12-15,Germany,Google Ads
1872,2022-02-04,UK,Google Ads
1873,2023-03-21,Canada,Google Ads
1874,2022-04-03,France,Google Ads
1875,2022-07-26,Canada,Organic
1876,2022-12-19,USA,Organic
1877,2022-11-28,Canada,Google Ads
1878,2023-12-26,UK,Referral
1879,2022-06-08,Germany,Referral
1880,2022-01-24,France,Google Ads
1881,2023-02-08,Canada,Google Ads
1882,2023-05-31,Canada,Google Ads
1883,2022-12-30,Germany,Referral
1884,2023-01-17,France,LinkedIn
1885,2023-06-16,Canada,LinkedIn
1886,2022-06-01,Canada,Google Ads
1887,2023-07-16,UK,Organic
1888,2023-11-20,UK,LinkedIn
1889,2023-08-31,USA,Organic
1890,2023-09-09,Germany,Referral
1891,2023-02-24,France,Organic
1892,2022-09-07,Canada,Organic
1893,2022-04-27,Canada,Referral
1894,2023-05-27,USA,Google Ads
1895,2023-08-01,Canada,Organic
1896,2022-12-01,Germany,LinkedIn
1897,2023-02-22,USA,Organic
1898,2022-10-22,Germany,LinkedIn
1899,2023-01-06,USA,LinkedIn
1900,2022-07-05,Canada,Google Ads
1901,2022-09-03,USA,Google Ads
1902,2023-09-29,UK,Organic
1903,2022-09-25,France,Google Ads
1904,2023-10-05,Canada,Google Ads
1905,2022-08-25,France,LinkedIn
1906,2023-06-14,Canada,LinkedIn
1907,2023-07-06,France,Google Ads
1908,2022-01-21,UK,Google Ads
1909,2023-06-04,France,Referral
1910,2022-04-10,USA,Google Ads
1911,2023-04-23,France,LinkedIn
1912,2023-08-22,Canada,Google Ads
1913,2022-10-25,Germany,Organic
1914,2023-06-10,France,Organic
1915,2022-11-30,France,LinkedIn
1916,2022-01-02,France,Google Ads
1917,2023-01-10,Canada,Referral
1918,2022-10-20,France,Referral
1919,2023-07-07,Canada,Google Ads
1920,2022-11-14,Canada,Organic
1921,2023-05-17,Germany,Referral
1922,2023-01-16,USA,Organic
1923,2023-09-15,Canada,Google Ads
1924,2022-01-14,UK,Google Ads
1925,2023-05-19,France,Organic
1926,2022-08-19,UK,Referral
1927,2022-03-25,France,Referral
1928,2022-05-10,Germany,Referral
1929,2022-05-25,Canada,Google Ads
1930,2022-01-28,USA,LinkedIn
1931,2022-03-07,Canada,Google Ads
1932,2022-06-12,France,Referral
1933,2022-08-17,USA,Referral
1934,2022-09-18,Canada,Organic
1935,2023-03-25,USA,Referral
1936,2023-02-28,France,Google Ads
1937,2023-04-05,Germany,Referral
1938,2023-11-07,Germany,Google Ads
1939,2022-10-28,Canada,Google Ads
1940,2022-10-30,UK,Google Ads
1941,2022-10-14,France,Referral
1942,2023-01-30,Canada,Google Ads
1943,2022-01-10,Canada,Referral
1944,2023-12-08,Germany,Organic
1945,2023-09-22,USA,LinkedIn
1946,2022-09-27,France,Google Ads
1947,2023-08-15,USA,Google Ads
1948,2023-08-28,France,LinkedIn
1949,2022-12-27,UK,Organic
1950,2022-09-14,Germany,Google Ads
1951,2022-05-13,UK,Organic
1952,2022-10-03,Canada,Referral
1953,2023-11-14,Germany,Referral
1954,2023-05-28,Canada,Organic
1955,2022-11-09,UK,LinkedIn
1956,2023-07-30,France,Organic
1957,2022-10-11,Canada,Google Ads
1958,2022-05-01,USA,Referral
1959,2022-04-17,France,LinkedIn
1960,2023-11-18,France,Google Ads
1961,2022-07-23,UK,Referral
1962,2022-06-14,UK,Google Ads
1963,2022-11-01,Germany,Google Ads
1964,2023-05-12,Germany,Google Ads
1965,2023-09-24,USA,LinkedIn
1966,2023-07-10,France,Organic
1967,2022-06-05,USA,Referral
1968,2023-01-02,USA,LinkedIn
1969,2023-12-20,UK,Google Ads
1970,2023-09-12,USA,Organic
1971,2022-09-08,USA,Referral
1972,2022-11-30,Canada,LinkedIn
1973,2023-10-04,Germany,LinkedIn
1974,2023-05-26,Germany,Google Ads
1975,2022-10-20,France,Referral
1976,2022-01-20,Germany,Organic
1977,2022-10-09,France,Google Ads
1978,2022-01-01,Canada,LinkedIn
1979,2022-04-29,Germany,Organic
1980,2022-02-04,Canada,Google Ads
1981,2022-07-17,Germany,Organic
1982,2023-04-30,Germany,Organic
1983,2022-02-28,Canada,LinkedIn
1984,2022-06-10,USA,Google Ads
1985,2023-11-22,USA,Google Ads
1986,2022-07-25,USA,Google Ads
1987,2022-01-12,USA,Organic
1988,2023-05-05,Germany,Organic
1989,2022-10-03,UK,LinkedIn
1990,2023-11-24,Canada,Google Ads
1991,2022-08-30,UK,Google Ads
1992,2022-08-04,UK,LinkedIn
1993,2022-09-08,France,LinkedIn
1994,2022-05-06,USA,Organic
1995,2022-08-05,Germany,LinkedIn
1996,2022-11-02,USA,Organic
1997,2022-07-04,USA,LinkedIn
1998,2022-02-08,UK,LinkedIn
1999,2022-08-11,France,Referral
2000,2022-07-03,USA,Organic
2001,2023-05-10,Canada,LinkedIn
2002,2023-03-03,Canada,Google Ads
2003,2022-06-27,USA,Google Ads
2004,2023-03-04,UK,Google Ads
2005,2022-10-21,UK,Referral
2006,2022-05-31,Germany,Google Ads
2007,2023-01-19,France,Google Ads
2008,2023-09-30,UK,Referral
2009,2022-11-04,Germany,Google Ads
2010,2022-12-02,Canada,Organic
2011,2023-01-10,Canada,Referral
2012,2022-01-08,Canada,Referral
2013,2022-12-07,USA,Google Ads
2014,2022-05-09,France,Google Ads
2015,2023-10-31,Germany,Referral
2016,2022-12-18,France,Organic
2017,2022-12-24,USA,LinkedIn
2018,2023-06-01,Germany,Google Ads
2019,2023-05-10,Germany,LinkedIn
2020,2022-03-27,UK,Google Ads
2021,2022-06-24,France,Organic
2022,2022-07-12,France,Organic
2023,2022-11-07,UK,Referral
2024,2022-04-29,Canada,LinkedIn
2025,2022-08-06,USA,Organic
2026,2023-03-03,France,LinkedIn
2027,2023-02-18,UK,LinkedIn
2028,2022-04-24,Germany,Organic
2029,2022-05-25,UK,Referral
2030,2023-06-22,Canada,LinkedIn
2031,2023-10-10,USA,Organic
2032,2022-10-30,Canada,LinkedIn
2033,2023-08-11,Germany,LinkedIn
2034,2022-12-11,Germany,Google Ads
2035,2022-01-01,Germany,Google Ads
2036,2022-05-27,Germany,Google Ads
2037,2022-10-14,UK,Referral
2038,2023-10-16,Germany,Referral
2039,2022-02-22,Germany,Organic
2040,2022-10-31,UK,LinkedIn
2041,2022-03-10,Germany,LinkedIn
2042,2022-12-27,Canada,Google Ads
2043,2023-08-25,Canada,Organic
2044,2022-08-08,France,LinkedIn
2045,2023-12-05,Canada,LinkedIn
2046,2023-07-29,USA,Google Ads
2047,2023-08-08,USA,Referral
2048,2022-06-10,USA,LinkedIn
2049,2023-11-12,UK,Referral
2050,2022-03-30,Canada,Organic
2051,2023-11-19,USA,Organic
2052,2023-08-08,France,Organic
2053,2023-08-12,UK,LinkedIn
2054,2022-06-08,France,Organic
2055,2023-05-04,Canada,Organic
2056,2022-11-20,Germany,Google Ads
2057,2023-09-02,France,Referral
2058,2023-01-16,Germany,Google Ads
2059,2022-04-12,UK,Google Ads
2060,2023-05-09,France,Google Ads
2061,2023-10-06,France,Google Ads
2062,2023-09-06,UK,LinkedIn
2063,2022-01-19,UK,Referral
2064,2023-03-30,USA,Google Ads
2065,2023-04-27,Canada,LinkedIn
2066,2023-08-17,France,Organic
2067,2023-02-01,France,Organic
2068,2022-10-06,UK,LinkedIn
2069,2022-12-31,UK,Referral
2070,2022-11-27,Canada,Google Ads
2071,2023-10-03,UK,Google Ads
2072,2022-12-10,Germany,Google Ads
2073,2023-03-31,Germany,Referral
2074,2023-08-24,Germany,Organic
2075,2023-12-26,Germany,Google Ads
2076,2023-10-17,Canada,Google Ads
2077,2022-03-06,France,Google Ads
2078,2022-03-17,Germany,LinkedIn
2079,2023-12-12,UK,Google Ads
2080,2022-05-23,Germany,Referral
2081,2023-08-28,Canada,Google Ads
2082,2023-04-18,UK,Referral
2083,2023-02-21,Germany,Google Ads
2084,2022-11-01,France,Referral
2085,2023-05-12,UK,Google Ads
2086,2022-10-18,UK,LinkedIn
2087,2022-04-12,France,Referral
2088,2022-09-24,UK,LinkedIn
2089,2023-09-14,Germany,Referral
2090,2022-01-03,UK,Google Ads
2091,2022-03-26,Germany,Google Ads
2092,2022-11-24,France,Referral
2093,2023-03-26,USA,Referral
2094,2023-03-30,France,Referral
2095,2023-09-21,Germany,LinkedIn
2096,2022-08-09,Canada,Organic
2097,2022-06-03,France,LinkedIn
2098,2023-10-27,Canada,Google Ads
2099,2022-01-12,Canada,LinkedIn
2100,2022-05-13,Germany,Google Ads
2101,2022-10-31,Germany,LinkedIn
2102,2022-10-20,USA,Google Ads
2103,2022-10-27,UK,Google Ads
2104,2022-02-12,France,Organic
2105,2022-12-09,Germany,LinkedIn
2106,2022-11-22,France,Google Ads
2107,2023-05-13,Canada,Google Ads
2108,2022-12-30,UK,Referral
2109,2023-03-03,USA,Organic
2110,2022-01-21,France,Referral
2111,2023-02-11,UK,Organic
2112,2023-09-11,USA,Google Ads
2113,2022-12-02,France,Referral
2114,2022-04-27,UK,LinkedIn
2115,2022-05-04,Germany,Referral
2116,2023-02-03,France,Google Ads
2117,2023-12-16,UK,Referral
2118,2022-02-20,USA,LinkedIn
2119,2022-11-20,UK,LinkedIn
2120,2022-05-21,Germany,LinkedIn
2121,2023-04-15,France,LinkedIn
2122,2022-11-30,France,LinkedIn
2123,2023-01-08,France,Google Ads
2124,2023-07-18,Germany,Referral
2125,2023-05-09,USA,LinkedIn
2126,2023-06-23,France,Organic
2127,2023-10-31,USA,Google Ads
2128,2022-06-05,UK,Referral
2129,2022-10-18,USA,Google Ads
2130,2023-10-10,USA,Google Ads
2131,2022-05-24,France,Referral
2132,2022-04-16,Canada,LinkedIn
2133,2023-02-24,Canada,Google Ads
2134,2023-11-01,Germany,LinkedIn
2135,2023-10-20,Germany,Organic
2136,2022-01-02,Canada,Organic
2137,2023-08-12,UK,Google Ads
2138,2023-10-06,France,Referral
2139,2022-03-31,France,Referral
2140,2022-12-11,UK,Google Ads
2141,2022-12-16,UK,Referral
2142,2023-04-04,Canada,LinkedIn
2143,2022-09-20,Germany,Google Ads
2144,2022-12-17,UK,Organic
2145,2022-04-18,Germany,Organic
2146,2023-08-09,USA,LinkedIn
2147,2022-02-08,France,LinkedIn
2148,2022-06-08,Canada,Google Ads
2149,2023-08-06,France,LinkedIn
2150,2022-11-08,Canada,Google Ads
2151,2022-08-29,USA,Organic
2152,2023-03-21,France,Google Ads
2153,2022-10-25,USA,Google Ads
2154,2022-02-05,Canada,Referral
2155,2022-03-25,UK,Google Ads
2156,2023-03-28,France,Referral
2157,2023-01-20,USA,Referral
2158,2022-06-21,France,Organic
2159,2023-01-11,France,Referral
2160,2023-11-16,France,Google Ads
2161,2022-12-28,Germany,Google Ads
2162,2023-07-13,USA,Referral
2163,2022-05-21,USA,Referral
2164,2022-04-28,France,LinkedIn
2165,2022-10-04,UK,Google Ads
2166,2023-12-27,France,Google Ads
2167,2022-08-08,Germany,Google Ads
2168,2022-01-26,Canada,Google Ads
2169,2023-06-05,Germany,Google Ads
2170,2022-01-10,UK,LinkedIn
2171,2023-01-13,France,Google Ads
2172,2023-09-25,USA,Referral
2173,2023-09-29,France,LinkedIn
2174,2023-11-13,UK,Google Ads
2175,2023-08-07,USA,LinkedIn
2176,2022-06-01,Germany,Referral
2177,2023-12-21,Canada,Referral
2178,2022-02-18,Canada,Organic
2179,2022-06-03,France,Google Ads
2180,2022-10-20,Germany,Organic
2181,2023-08-03,UK,Referral
2182,2022-02-19,Canada,LinkedIn
2183,2023-10-26,Germany,Organic
2184,2023-06-15,France,Organic
2185,2023-09-04,USA,LinkedIn
2186,2022-03-01,France,LinkedIn
2187,2022-06-16,France,Referral
2188,2022-07-21,Germany,Referral
2189,2022-05-26,Canada,Google Ads
2190,2023-11-07,Germany,Google Ads
2191,2023-03-15,USA,Organic
2192,2022-08-30,Germany,Google Ads
2193,2023-08-04,UK,Google Ads
2194,2023-11-18,France,LinkedIn
2195,2023-07-15,Canada,Google Ads
2196,2023-04-28,USA,Google Ads
2197,2022-04-18,France,Referral
2198,2022-08-14,Germany,Referral
2199,2023-11-04,UK,LinkedIn
2200,2023-09-23,Germany,Referral
2201,2023-10-23,France,Referral
2202,2023-10-24,USA,LinkedIn
2203,2023-03-08,Canada,Referral
2204,2023-10-17,France,LinkedIn
2205,2023-02-23,USA,Organic
2206,2023-03-31,France,Referral
2207,2022-06-09,UK,Google Ads
2208,2023-06-07,Germany,Google Ads
2209,2023-10-12,Canada,LinkedIn
2210,2023-08-13,USA,Google Ads
2211,2022-03-18,Canada,Referral
2212,2023-05-24,Canada,Organic
2213,2023-03-17,Canada,Referral
2214,2022-09-11,USA,Google Ads
2215,2022-11-16,USA,LinkedIn
2216,2022-09-20,Canada,Google Ads
2217,2023-08-20,Germany,LinkedIn
2218,2023-10-20,France,LinkedIn
2219,2023-07-08,Canada,Google Ads
2220,2023-01-09,UK,Organic
2221,2023-09-29,Canada,Google Ads
2222,2022-06-16,USA,Organic
2223,2023-04-04,France,Google Ads
2224,2022-10-07,UK,Google Ads
2225,2023-12-01,France,Google Ads
2226,2022-10-29,France,Google Ads
2227,2023-06-15,UK,LinkedIn
2228,2023-08-03,Canada,LinkedIn
2229,2022-08-06,Canada,LinkedIn
2230,2022-04-12,Canada,Google Ads
2231,2023-07-08,Germany,Referral
2232,2022-10-15,Canada,LinkedIn
2233,2022-06-16,UK,Referral
2234,2023-09-13,Germany,LinkedIn
2235,2022-02-05,Canada,LinkedIn
2236,2022-12-19,Germany,Google Ads
2237,2023-11-07,UK,LinkedIn
2238,2022-03-14,Canada,LinkedIn
2239,2023-10-10,USA,LinkedIn
2240,2022-12-19,UK,Google Ads
2241,2022-03-11,France,Google Ads
2242,2023-03-01,France,Google Ads
2243,2023-12-09,UK,Google Ads
2244,2023-07-15,France,Google Ads
2245,2023-10-04,UK,Organic
2246,2023-06-01,USA,LinkedIn
2247,2023-03-04,UK,Referral
2248,2023-06-23,Canada,Google Ads
2249,2022-06-09,Canada,Organic
2250,2022-05-29,Germany,Google Ads
2251,2022-08-18,France,LinkedIn
2252,2023-12-13,France,Organic
2253,2023-07-16,UK,LinkedIn
2254,2022-03-08,France,Organic
2255,2023-01-16,Canada,LinkedIn
2256,2022-02-27,USA,Google Ads
2257,2022-09-16,UK,Google Ads
2258,2022-12-08,France,Google Ads
2259,2022-05-10,Canada,Google Ads
2260,2023-12-28,Germany,LinkedIn
2261,2022-06-21,France,Google Ads
2262,2023-09-06,USA,Organic
2263,2022-07-28,USA,Google Ads
2264,2022-12-20,France,Referral
2265,2023-04-16,France,Organic
2266,2022-04-26,Canada,Google Ads
2267,2022-09-21,France,LinkedIn
2268,2023-10-24,Germany,LinkedIn
2269,2023-03-18,Canada,Google Ads
2270,2023-07-02,UK,Referral
2271,2023-03-29,Germany,Google Ads
2272,2023-04-22,Canada,LinkedIn
2273,2022-10-14,Canada,LinkedIn
2274,2022-10-30,USA,Referral
2275,2022-11-07,Canada,LinkedIn
2276,2022-07-27,Germany,Google Ads
2277,2023-09-10,France,LinkedIn
2278,2023-03-22,Germany,Organic
2279,2023-11-01,UK,Organic
2280,2023-09-25,Canada,LinkedIn
2281,2022-02-24,Canada,Referral
2282,2022-01-12,Canada,Organic
2283,2023-10-19,Canada,Google Ads
2284,2023-02-04,USA,LinkedIn
2285,2023-10-10,USA,Google Ads
2286,2023-05-30,France,Organic
2287,2023-10-18,Canada,LinkedIn
2288,2023-06-26,UK,LinkedIn
2289,2022-08-25,France,Google Ads
2290,2022-10-06,Canada,LinkedIn
2291,2022-12-14,USA,LinkedIn
2292,2023-09-19,UK,LinkedIn
2293,2022-04-14,France,Google Ads
2294,2023-09-22,UK,Referral
2295,2023-06-01,Canada,Google Ads
2296,2022-09-05,Germany,Referral
2297,2022-12-30,UK,Google Ads
2298,2022-11-17,UK,Google Ads
2299,2023-09-25,USA,Google Ads
2300,2022-10-13,Canada,Google Ads
2301,2022-05-29,UK,Google Ads
2302,2022-03-25,Canada,Organic
2303,2023-02-10,USA,Referral
2304,2023-04-01,Canada,Google Ads
2305,2022-06-10,USA,Referral
2306,2023-04-05,USA,LinkedIn
2307,2023-07-04,France,Organic
2308,2023-05-15,Canada,Google Ads
2309,2023-05-24,Germany,Google Ads
2310,2023-10-16,France,Organic
2311,2023-04-26,USA,Google Ads
2312,2023-10-25,Germany,Google Ads
2313,2022-04-24,UK,Google Ads
2314,2023-08-01,UK,Google Ads
2315,2022-12-27,France,Organic
2316,2022-12-07,Germany,Google Ads
2317,2023-03-25,Canada,Organic
2318,2022-06-29,Germany,Organic
2319,2023-12-03,France,Referral
2320,2023-02-11,Canada,Google Ads
2321,2023-10-28,Canada,Google Ads
2322,2022-07-15,UK,Referral
2323,2023-04-11,Germany,Referral
2324,2022-11-07,Canada,LinkedIn
2325,2022-09-19,France,Referral
2326,2023-02-23,UK,Organic
2327,2023-02-10,Canada,Referral
2328,2022-05-23,Germany,LinkedIn
2329,2022-12-08,UK,Organic
2330,2022-11-12,Germany,Google Ads
2331,2022-04-11,Germany,Google Ads
2332,2022-09-01,Germany,Google Ads
2333,2023-05-05,UK,Google Ads
2334,2022-01-12,Canada,Referral
2335,2022-08-27,USA,Google Ads
2336,2023-07-15,Canada,Referral
2337,2022-02-11,UK,Organic
2338,2023-11-09,USA,Google Ads
2339,2023-08-17,USA,Referral
2340,2023-03-05,USA,Google Ads
2341,2022-06-07,France,Google Ads
2342,2022-08-04,UK,Referral
2343,2023-11-01,France,Organic
2344,2023-04-07,USA,Google Ads
2345,2022-05-14,France,Google Ads
2346,2022-03-08,France,Google Ads
2347,2022-01-07,UK,Google Ads
2348,2023-06-10,Germany,Google Ads
2349,2022-03-14,France,LinkedIn
2350,2023-02-03,France,Google Ads
2351,2023-02-09,USA,Referral
2352,2023-11-06,USA,LinkedIn
2353,2023-08-01,USA,Referral
2354,2022-05-10,Canada,Google Ads
2355,2023-04-11,France,Organic
2356,2022-07-25,USA,Google Ads
2357,2022-09-23,UK,LinkedIn
2358,2023-06-21,Canada,Google Ads
2359,2022-09-10,Germany,Referral
2360,2022-10-16,France,Google Ads
2361,2022-06-13,France,Google Ads
2362,2022-04-05,UK,Google Ads
2363,2022-04-20,Germany,Google Ads
2364,2022-12-02,Germany,Organic
2365,2022-08-26,Canada,LinkedIn
2366,2023-01-16,France,Google Ads
2367,2023-03-12,USA,Referral
2368,2023-04-28,UK,Organic
2369,2022-01-25,UK,LinkedIn
2370,2023-10-15,UK,Google Ads
2371,2022-04-27,UK,Organic
2372,2023-04-27,USA,Google Ads
2373,2023-01-27,USA,Referral
2374,2023-06-21,Canada,Referral
2375,2022-03-20,France,Organic
2376,2023-08-03,USA,Organic
2377,2022-06-22,Canada,Organic
2378,2022-01-12,Germany,Google Ads
2379,2022-05-08,France,Organic
2380,2023-08-31,USA,Google Ads
2381,2022-04-02,Germany,Google Ads
2382,2023-10-15,Canada,Referral
2383,2023-06-27,USA,Referral
2384,2023-06-16,USA,LinkedIn
2385,2023-10-20,Germany,Referral
2386,2023-03-23,USA,Organic
2387,2023-01-25,UK,Google Ads
2388,2023-11-03,USA,Google Ads
2389,2022-02-12,France,Organic
2390,2022-09-11,Germany,Google Ads
2391,2022-05-10,France,LinkedIn
2392,2022-03-01,Canada,LinkedIn
2393,2023-10-25,France,Referral
2394,2023-04-12,UK,LinkedIn
2395,2022-10-14,UK,Google Ads
2396,2023-06-01,France,Organic
2397,2023-04-12,Canada,Google Ads
2398,2022-12-11,USA,Referral
2399,2023-10-04,UK,Google Ads
2400,2023-01-17,France,Referral
2401,2023-11-21,France,LinkedIn
2402,2022-09-10,France,Organic
2403,2022-02-25,USA,LinkedIn
2404,2023-04-08,Germany,Referral
2405,2023-04-02,Canada,Organic
2406,2022-03-24,Germany,Referral
2407,2022-04-09,Canada,Referral
2408,2022-05-29,Canada,Referral
2409,2022-11-25,France,Referral
2410,2022-06-05,UK,Organic
2411,2022-07-09,France,Google Ads
2412,2023-05-09,USA,Referral
2413,2022-09-20,Canada,LinkedIn
2414,2022-03-21,UK,Organic
2415,2023-02-04,Canada,Organic
2416,2023-09-01,Canada,Referral
2417,2022-09-17,France,LinkedIn
2418,2023-09-07,UK,Google Ads
2419,2023-07-06,UK,Referral
2420,2022-04-11,Canada,Organic
2421,2022-12-25,UK,Organic
2422,2023-01-15,UK,Organic
2423,2022-08-09,France,Google Ads
2424,2023-02-24,Germany,Organic
2425,2022-05-04,USA,Organic
2426,2023-02-26,Germany,Google Ads
2427,2022-08-19,UK,Referral
2428,2023-11-21,Canada,LinkedIn
2429,2022-03-04,USA,Referral
2430,2023-04-30,USA,Organic
2431,2023-09-20,Canada,Referral
2432,2023-12-04,USA,LinkedIn
2433,2023-07-28,Canada,LinkedIn
2434,2023-04-28,USA,Referral
2435,2023-06-03,Germany,Organic
2436,2022-06-04,USA,Referral
2437,2022-04-02,France,Referral
2438,2023-06-10,Canada,Google Ads
2439,2023-03-31,USA,Google Ads
2440,2023-08-21,Canada,LinkedIn
2441,2023-10-07,France,Organic
2442,2023-05-25,USA,Google Ads
2443,2022-07-02,USA,Google Ads
2444,2023-01-21,France,Google Ads
2445,2023-07-28,France,LinkedIn
2446,2024-01-01,France,Organic
2447,2023-02-09,Canada,LinkedIn
2448,2022-09-03,France,LinkedIn
2449,2023-08-14,Canada,Referral
2450,2023-10-23,Germany,Google Ads
2451,2023-10-12,USA,LinkedIn
2452,2023-04-16,USA,LinkedIn
2453,2023-02-27,UK,LinkedIn
2454,2022-03-06,Germany,Organic
2455,2022-01-13,France,LinkedIn
2456,2022-08-01,France,LinkedIn
2457,2022-08-30,Germany,Organic
2458,2023-05-08,France,Organic
2459,2022-08-01,UK,Referral
2460,2023-11-24,Canada,Google Ads
2461,2022-12-04,USA,Referral
2462,2022-06-22,Germany,LinkedIn
2463,2023-11-03,USA,Google Ads
2464,2022-06-13,Canada,Google Ads
2465,2023-04-10,Germany,Google Ads
2466,2023-05-12,Canada,LinkedIn
2467,2023-12-01,France,Referral
2468,2023-01-30,France,Google Ads
2469,2023-12-04,France,Google Ads
2470,2022-11-04,Canada,LinkedIn
2471,2022-07-02,Canada,Google Ads
2472,2023-09-21,Canada,Google Ads
2473,2023-05-25,USA,LinkedIn
2474,2023-12-09,Canada,Referral
2475,2023-06-30,France,Google Ads
