customer_id,ticket_date,issue_type,resolved
2705,2022-07-17,Cancellation,True
2705,2023-02-27,Other,True
2705,2023-10-26,Cancellation,False
2706,2023-04-06,Other,True
2707,2022-08-07,Performance,True
2707,2023-07-16,Performance,True
2708,2022-05-22,Login,True
2710,2022-05-19,Feature Request,False
2712,2023-06-18,Cancellation,True
2714,2023-10-11,Feature Request,True
2715,2023-12-10,Billing,True
2717,2023-10-05,Cancellation,True
2718,2023-12-10,Cancellation,True
2719,2023-12-21,Other,True
2721,2023-12-07,Login,True
2726,2023-07-20,Performance,True
2726,2023-08-13,Performance,False
2727,2022-04-13,Cancellation,True
2727,2022-07-15,Cancellation,True
2732,2022-05-15,Feature Request,True
2733,2022-07-02,Billing,True
2733,2022-12-01,Login,True
2735,2022-11-27,Login,True
2738,2022-02-02,Feature Request,True
2741,2023-01-12,Cancellation,True
2742,2022-10-27,Billing,True
2743,2022-09-24,Billing,True
2743,2023-05-23,Billing,False
2744,2022-10-09,Performance,True
2745,2023-08-27,Login,True
2748,2022-07-02,Performance,True
2750,2023-09-28,Billing,True
2751,2023-03-22,Billing,True
2752,2023-11-07,Other,True
2753,2023-09-15,Login,True
2758,2023-07-14,Billing,True
2761,2023-04-22,Billing,True
2761,2023-06-25,Performance,True
2762,2022-11-01,Performance,True
2763,2023-07-12,Billing,True
2764,2022-12-11,Login,False
2764,2023-05-01,Billing,False
2764,2023-10-12,Performance,True
2767,2023-06-19,Billing,True
2768,2023-08-07,Performance,True
2770,2022-10-18,Feature Request,True
2770,2023-03-20,Billing,True
2770,2023-09-25,Other,True
2771,2022-12-04,Billing,True
2771,2023-01-21,Billing,True
2771,2023-03-20,Feature Request,True
2771,2023-07-09,Feature Request,True
2771,2023-10-09,Cancellation,True
2774,2023-08-18,Feature Request,True
2780,2023-06-18,Billing,True
2783,2023-01-13,Other,True
2784,2023-02-12,Billing,True
2786,2023-01-01,Login,True
2787,2023-06-01,Billing,True
2787,2023-11-19,Login,False
2788,2023-08-14,Cancellation,True
2789,2023-10-21,Billing,True
2790,2022-10-16,Other,False
2794,2023-12-12,Feature Request,True
2796,2023-08-08,Cancellation,False
2799,2022-11-25,Login,True
2808,2023-06-28,Cancellation,True
2809,2023-05-12,Login,False
2809,2023-06-24,Feature Request,True
2810,2022-09-16,Cancellation,True
2810,2022-10-05,Login,False
2810,2023-11-25,Login,True
2811,2022-06-21,Login,True
2811,2022-09-15,Other,True
2811,2022-11-07,Billing,False
2812,2022-09-21,Feature Request,True
2812,2023-03-06,Billing,True
2813,2023-02-09,Login,True
2813,2023-06-26,Billing,False
2815,2023-08-17,Billing,True
2816,2023-02-28,Billing,True
2816,2023-03-25,Cancellation,True
2817,2023-11-28,Login,True
2819,2022-10-05,Login,True
2821,2023-10-13,Login,True
2826,2023-05-21,Performance,True
2828,2023-12-25,Login,True
2831,2023-12-15,Performance,True
2832,2023-04-17,Cancellation,True
2832,2023-09-07,Cancellation,True
2832,2023-12-02,Feature Request,False
2833,2023-12-04,Login,False
2836,2023-06-02,Login,True
2840,2023-05-05,Billing,True
2842,2023-11-08,Billing,True
2844,2023-09-10,Cancellation,True
2844,2023-10-02,Login,True
2847,2023-02-03,Performance,True
2848,2022-04-08,Feature Request,True
2849,2023-05-23,Login,False
2849,2023-06-12,Performance,True
2850,2023-12-17,Performance,True
2851,2022-08-02,Cancellation,True
2854,2023-08-04,Feature Request,True
2854,2023-11-28,Other,True
2855,2023-11-28,Login,True
2856,2023-08-07,Cancellation,True
2857,2023-07-20,Billing,True
2858,2023-09-28,Other,False
2859,2023-12-17,Other,True
2860,2023-06-14,Feature Request,True
2860,2023-08-16,Cancellation,True
2863,2023-05-17,Feature Request,True
2863,2023-06-18,Performance,True
2863,2023-07-18,Feature Request,True
2863,2023-12-01,Other,True
2866,2022-11-01,Performance,True
2866,2023-01-06,Billing,True
2866,2023-03-09,Performance,True
2867,2023-10-08,Login,False
2870,2023-07-14,Cancellation,True
2873,2022-03-09,Cancellation,True
2873,2022-08-20,Cancellation,True
2873,2023-08-06,Performance,True
2874,2023-12-08,Login,True
2875,2023-08-13,Feature Request,True
2882,2023-11-23,Login,True
2886,2022-05-21,Performance,True
2887,2023-05-24,Billing,True
2887,2023-06-15,Login,True
2887,2023-11-05,Billing,True
2888,2023-01-05,Login,True
2889,2022-10-02,Feature Request,True
2890,2022-09-28,Feature Request,True
2890,2023-01-05,Cancellation,True
2893,2023-10-17,Other,True
2895,2023-03-12,Cancellation,True
2897,2023-02-03,Billing,True
2901,2023-12-26,Billing,True
2903,2022-10-05,Cancellation,True
2903,2023-02-23,Performance,True
2903,2023-04-19,Login,True
2904,2023-08-16,Performance,True
2905,2022-03-07,Login,True
2905,2023-02-04,Cancellation,True
2905,2023-09-09,Cancellation,False
2905,2023-10-16,Performance,True
2906,2023-06-14,Feature Request,False
2909,2023-09-26,Cancellation,True
2910,2023-10-10,Login,True
2911,2023-02-08,Billing,True
2911,2023-11-27,Billing,True
2914,2023-11-16,Other,True
2915,2022-08-15,Login,True
2916,2022-08-18,Cancellation,True
2916,2023-11-06,Feature Request,True
2918,2023-09-24,Login,True
2920,2023-11-08,Feature Request,True
2922,2022-02-10,Login,True
2924,2023-05-08,Login,True
2925,2023-02-03,Performance,True
2928,2023-12-08,Login,False
2930,2022-11-06,Feature Request,True
2930,2023-07-03,Performance,True
2934,2023-05-20,Login,True
2936,2023-03-05,Performance,True
2936,2023-05-08,Login,True
2938,2023-07-07,Performance,True
2942,2022-02-22,Login,True
2946,2022-07-06,Billing,True
2946,2023-08-23,Feature Request,True
2949,2022-05-18,Performance,True
2949,2022-08-09,Billing,False
2950,2023-11-16,Billing,True
2950,2023-12-23,Feature Request,False
2951,2023-09-19,Performance,True
2952,2023-01-12,Billing,False
2954,2023-01-26,Billing,True
2954,2023-09-24,Billing,True
2956,2023-10-07,Feature Request,True
2956,2023-12-07,Other,False
2957,2023-03-05,Performance,True
2958,2022-12-23,Other,True
2960,2023-04-03,Cancellation,True
2960,2023-05-13,Billing,True
2961,2023-09-07,Billing,True
2963,2023-10-14,Billing,True
2963,2023-12-04,Login,True
2964,2023-10-11,Login,True
2966,2023-05-10,Performance,True
2967,2022-10-17,Billing,True
2967,2023-07-06,Other,True
2967,2023-12-04,Feature Request,True
2969,2023-10-13,Performance,True
2971,2023-11-02,Other,False
2973,2023-10-28,Login,True
2975,2023-09-17,Billing,True
2975,2023-11-14,Billing,True
2979,2022-11-19,Login,True
2983,2023-12-26,Login,True
2984,2023-02-15,Performance,True
2984,2023-06-07,Performance,True
2985,2022-06-17,Cancellation,True
2985,2023-03-06,Performance,True
2985,2023-12-23,Cancellation,True
2990,2023-04-25,Other,True
2990,2023-05-09,Login,True
2993,2022-06-12,Performance,True
2993,2023-12-20,Cancellation,True
2994,2023-02-21,Cancellation,True
2995,2022-11-25,Feature Request,True
2996,2023-10-12,Billing,True
2999,2023-06-28,Performance,True
2999,2023-10-08,Other,True
3001,2023-04-15,Cancellation,True
3002,2023-06-05,Billing,True
3003,2023-10-03,Login,False
3004,2023-05-15,Cancellation,True
3005,2023-05-14,Billing,True
3009,2023-11-23,Cancellation,True
3010,2023-01-06,Login,True
3010,2023-05-21,Performance,True
3011,2023-02-15,Other,False
3011,2023-10-24,Login,True
3017,2022-09-03,Performance,True
3017,2023-02-01,Cancellation,True
3017,2023-10-13,Cancellation,True
3018,2022-08-14,Cancellation,True
3019,2023-08-21,Billing,True
3020,2023-06-16,Feature Request,True
3021,2022-11-22,Cancellation,False
3021,2023-04-27,Performance,True
3021,2023-09-08,Feature Request,True
3024,2023-01-21,Cancellation,True
3025,2023-07-04,Login,True
3029,2022-09-02,Performance,True
3031,2023-09-23,Login,False
3032,2023-10-20,Cancellation,True
3035,2023-08-06,Login,True
3037,2023-04-22,Billing,True
3038,2023-12-09,Other,True
3040,2022-12-26,Other,True
3040,2023-07-14,Performance,True
3042,2023-05-07,Billing,True
3045,2023-02-07,Feature Request,True
3045,2023-06-06,Login,True
3045,2023-12-18,Performance,True
3046,2023-11-23,Feature Request,True
3047,2022-12-19,Performance,False
3047,2023-11-11,Other,True
3047,2023-12-20,Performance,True
3049,2022-12-27,Other,True
3049,2023-04-08,Performance,False
3051,2023-06-10,Billing,True
3052,2022-07-02,Feature Request,True
3052,2022-11-13,Login,True
3057,2023-12-11,Login,True
3058,2023-09-19,Cancellation,True
3059,2023-05-13,Login,True
3063,2023-12-23,Billing,True
3070,2022-08-18,Billing,True
3070,2022-10-16,Performance,True
3070,2023-06-02,Billing,False
3070,2023-07-01,Feature Request,False
3071,2023-05-13,Cancellation,True
3071,2023-08-20,Login,False
3074,2022-12-09,Performance,False
3074,2023-01-23,Login,True
3075,2022-08-28,Performance,True
3075,2022-09-28,Feature Request,True
3076,2023-02-07,Cancellation,False
3077,2023-05-09,Login,False
3078,2023-10-04,Login,True
3080,2023-11-10,Billing,False
3080,2023-12-16,Performance,True
3082,2023-03-27,Billing,True
3088,2023-08-18,Feature Request,True
3088,2023-11-25,Performance,True
3092,2023-05-01,Performance,False
3094,2023-04-19,Billing,True
3098,2022-04-21,Feature Request,True
3101,2022-12-04,Login,True
3103,2023-08-23,Cancellation,True
3104,2022-07-15,Feature Request,True
3104,2023-01-24,Billing,True
3104,2023-12-23,Cancellation,True
3105,2023-02-06,Cancellation,True
3107,2022-07-25,Login,True
3107,2023-01-01,Billing,True
3107,2023-04-09,Cancellation,True
3107,2023-11-23,Login,True
3108,2023-03-07,Cancellation,True
3110,2023-03-11,Other,True
3110,2023-11-14,Cancellation,True
3114,2023-07-06,Billing,True
3115,2023-09-27,Login,True
3117,2023-07-08,Login,True
3118,2022-10-09,Performance,False
3119,2023-05-28,Performance,True
3119,2023-06-01,Feature Request,True
3122,2023-09-06,Cancellation,True
3122,2023-11-16,Login,True
3122,2023-12-14,Feature Request,True
3123,2022-03-01,Cancellation,True
3123,2022-04-02,Performance,False
3124,2023-11-11,Performance,True
3125,2023-06-01,Billing,True
3125,2023-07-26,Performance,True
3126,2023-07-04,Other,True
3128,2023-02-10,Cancellation,True
3131,2023-05-05,Billing,True
3131,2023-08-08,Login,False
3132,2023-12-24,Performance,False
3133,2023-09-22,Cancellation,True
3136,2023-07-08,Login,True
3136,2023-10-12,Login,True
3139,2023-04-22,Cancellation,False
3139,2023-05-08,Performance,True
3144,2022-09-08,Performance,True
3148,2023-12-19,Billing,True
3150,2023-12-11,Login,True
3151,2023-06-24,Feature Request,True
3151,2023-12-13,Cancellation,True
3152,2023-02-01,Login,True
3153,2023-03-04,Login,True
3153,2023-07-24,Cancellation,True
3155,2022-07-15,Other,True
3155,2023-09-11,Performance,False
3156,2023-10-06,Performance,True
3157,2023-01-25,Performance,True
3159,2023-12-03,Cancellation,True
3162,2022-06-16,Performance,True
3162,2023-01-09,Performance,True
3164,2022-11-25,Billing,True
3164,2023-02-05,Performance,True
3166,2023-07-26,Other,True
3166,2023-09-06,Feature Request,True
3167,2023-12-21,Other,False
3168,2022-11-02,Performance,True
3168,2023-07-14,Cancellation,True
3169,2023-09-04,Billing,True
3169,2023-12-06,Performance,True
3173,2023-07-28,Other,True
3173,2023-10-08,Billing,True
3175,2023-02-07,Cancellation,True
3175,2023-07-17,Feature Request,True
3178,2022-08-12,Cancellation,True
3178,2023-10-07,Billing,True
3179,2023-10-15,Other,True
3184,2023-08-13,Billing,True
3184,2023-10-01,Feature Request,True
3185,2023-10-03,Login,True
3189,2022-03-21,Login,True
3189,2022-12-18,Billing,False
3189,2023-11-05,Performance,True
3190,2023-11-10,Performance,True
3191,2023-05-27,Billing,True
3192,2022-08-23,Performance,False
3192,2023-01-22,Billing,True
3193,2022-10-13,Performance,True
3193,2023-07-18,Performance,True
3194,2023-09-25,Billing,True
3195,2023-09-23,Other,True
3198,2023-05-04,Cancellation,True
3198,2023-10-22,Login,True
3199,2023-05-07,Other,True
3199,2023-06-21,Performance,True
3199,2023-07-27,Other,True
3203,2023-02-22,Login,True
3208,2023-03-22,Login,True
3209,2023-03-26,Login,True
3209,2023-05-05,Billing,True
3210,2023-03-11,Cancellation,True
3211,2023-06-07,Cancellation,True
3211,2023-07-19,Feature Request,True
3211,2023-08-08,Billing,True
3215,2022-07-28,Login,True
3215,2023-12-10,Billing,True
3216,2022-10-10,Cancellation,True
3216,2023-04-25,Cancellation,False
3221,2023-03-28,Billing,True
3221,2023-04-28,Feature Request,True
3222,2023-01-17,Other,False
3222,2023-04-01,Feature Request,True
3224,2022-07-14,Login,True
3224,2022-11-01,Login,True
3227,2023-08-15,Other,True
3227,2023-09-12,Performance,False
3228,2023-04-28,Billing,True
3230,2023-03-06,Feature Request,False
3230,2023-04-17,Cancellation,True
3230,2023-10-04,Performance,True
3233,2023-04-22,Feature Request,True
3234,2022-08-11,Billing,False
3235,2022-12-06,Billing,True
3235,2023-03-05,Login,True
3237,2023-11-02,Feature Request,True
3238,2023-07-06,Feature Request,True
3241,2022-05-26,Feature Request,True
3242,2023-09-11,Billing,False
3246,2023-10-19,Performance,True
3247,2023-02-13,Billing,True
3249,2023-08-02,Billing,False
3249,2023-11-11,Performance,True
3251,2022-02-13,Performance,False
3251,2023-10-22,Cancellation,True
3251,2023-12-12,Login,True
3252,2022-07-24,Performance,False
3254,2022-06-17,Login,True
3254,2023-10-02,Performance,True
3257,2023-09-23,Other,True
3258,2023-08-11,Other,True
3259,2023-08-20,Login,True
3260,2023-06-28,Billing,False
3261,2022-08-19,Billing,False
3261,2023-04-14,Login,True
3261,2023-06-16,Login,True
3264,2023-01-17,Login,True
3267,2023-08-16,Cancellation,True
3269,2022-08-03,Performance,True
3269,2023-04-05,Billing,True
3277,2023-06-22,Billing,False
3278,2023-12-14,Billing,True
3280,2023-04-11,Billing,True
3282,2023-06-25,Feature Request,True
3282,2023-10-24,Billing,True
3285,2022-05-08,Login,False
3285,2023-02-18,Billing,True
3285,2023-05-12,Login,True
3286,2022-05-22,Feature Request,True
3286,2023-10-04,Billing,True
3287,2023-02-18,Billing,True
3287,2023-07-06,Feature Request,False
3287,2023-09-05,Billing,True
3291,2023-01-21,Performance,True
3292,2023-04-15,Cancellation,True
3293,2023-03-09,Login,False
3294,2023-02-04,Feature Request,False
3295,2023-01-18,Billing,True
3295,2023-11-24,Performance,True
3297,2023-07-06,Performance,True
3301,2023-08-25,Billing,True
3302,2022-06-26,Performance,True
3302,2022-08-23,Feature Request,True
3302,2023-12-23,Feature Request,True
3303,2023-04-22,Other,True
3303,2023-05-02,Cancellation,True
3303,2023-06-26,Performance,True
3304,2023-12-02,Cancellation,True
3305,2023-11-09,Login,True
3305,2023-12-01,Performance,True
3310,2022-12-10,Billing,True
3311,2023-06-05,Other,True
3311,2023-08-18,Login,True
3312,2022-09-05,Feature Request,True
3313,2022-11-14,Other,True
3313,2023-08-04,Cancellation,True
3314,2023-07-03,Performance,True
3315,2023-07-08,Performance,True
3316,2023-05-12,Feature Request,True
3316,2023-06-04,Cancellation,True
3317,2022-11-13,Other,True
3318,2023-04-03,Login,True
3321,2022-03-19,Performance,True
3321,2022-06-21,Cancellation,True
3324,2022-11-10,Feature Request,True
3325,2023-02-17,Billing,True
3328,2023-10-03,Billing,True
3329,2023-08-26,Cancellation,True
3330,2023-07-16,Login,True
3330,2023-11-04,Billing,True
3332,2023-02-09,Feature Request,True
3332,2023-08-13,Billing,False
3334,2023-04-19,Billing,True
3334,2023-06-08,Login,True
3334,2023-10-20,Billing,True
3335,2023-01-20,Cancellation,True
3336,2022-06-02,Billing,True
3336,2022-10-12,Billing,True
3336,2023-03-09,Performance,True
3338,2023-08-03,Billing,True
3339,2023-01-22,Cancellation,True
3339,2023-10-13,Other,False
3340,2023-07-28,Performance,True
3341,2023-06-07,Billing,True
3341,2023-08-08,Cancellation,True
3342,2023-04-20,Login,True
3345,2022-07-23,Feature Request,True
3345,2022-08-01,Performance,True
3345,2022-09-13,Login,True
3346,2022-10-15,Billing,False
3347,2023-06-11,Login,True
3348,2023-04-22,Performance,True
3351,2023-12-16,Login,True
3352,2023-12-20,Performance,False
3353,2023-10-25,Performance,True
3354,2023-11-04,Billing,True
3357,2023-09-08,Feature Request,True
3359,2022-01-02,Other,False
3361,2023-10-18,Other,False
3362,2023-10-05,Other,True
3362,2023-12-08,Login,True
3363,2023-07-03,Billing,True
3365,2022-09-02,Cancellation,True
3365,2022-11-06,Performance,True
3369,2023-09-28,Billing,True
3370,2023-04-18,Performance,True
3370,2023-05-10,Billing,True
3370,2023-06-10,Billing,True
3370,2023-07-03,Billing,True
3371,2023-12-20,Feature Request,True
3372,2023-04-18,Feature Request,True
3374,2023-06-06,Cancellation,True
3374,2023-08-17,Feature Request,True
3376,2023-09-19,Other,True
3376,2023-12-08,Performance,True
3381,2022-10-22,Billing,True
3382,2023-06-20,Billing,True
3382,2023-09-28,Feature Request,True
3384,2023-01-12,Billing,True
3384,2023-02-10,Feature Request,True
3386,2023-04-03,Performance,True
3386,2023-12-11,Performance,True
3387,2023-06-22,Performance,False
3388,2023-11-13,Feature Request,True
3389,2023-10-23,Billing,True
3390,2023-11-13,Login,True
3392,2023-10-20,Login,True
3394,2022-11-08,Cancellation,True
3394,2023-03-18,Billing,True
3394,2023-10-20,Login,True
3395,2023-03-16,Billing,False
3397,2023-10-06,Other,False
3398,2022-10-08,Billing,True
3399,2023-07-23,Other,True
3399,2023-08-08,Other,True
3402,2022-09-05,Cancellation,True
3403,2023-08-03,Feature Request,True
3403,2023-10-01,Login,True
3404,2023-06-09,Login,True
3404,2023-07-04,Login,True
3404,2023-09-26,Billing,True
3405,2022-11-05,Login,True
3405,2023-07-19,Billing,True
3406,2022-11-24,Login,True
3408,2023-02-09,Other,True
3414,2023-05-13,Performance,True
3415,2023-12-26,Billing,True
3417,2022-09-07,Login,True
3420,2023-12-07,Feature Request,True
3423,2022-07-02,Billing,True
3424,2022-06-27,Cancellation,True
3424,2023-07-23,Feature Request,False
3426,2023-06-07,Other,True
3427,2023-10-12,Login,True
3429,2023-03-23,Performance,True
3431,2023-08-23,Billing,True
3433,2023-12-21,Feature Request,True
3435,2022-04-10,Performance,True
3435,2023-06-24,Billing,True
3438,2023-04-24,Feature Request,False
3439,2023-01-11,Feature Request,True
3446,2023-10-07,Other,True
3447,2022-12-06,Other,True
3449,2023-04-17,Feature Request,True
3449,2023-06-15,Feature Request,True
3450,2022-06-06,Feature Request,True
3451,2022-07-26,Cancellation,True
3452,2023-05-11,Feature Request,True
3452,2023-12-14,Performance,True
3454,2022-12-14,Cancellation,True
3454,2023-09-02,Billing,True
3456,2022-07-25,Login,True
3456,2022-10-12,Cancellation,True
3457,2023-06-26,Billing,True
3459,2023-07-01,Login,True
3459,2023-10-06,Cancellation,True
3460,2023-06-14,Billing,True
3461,2022-12-23,Feature Request,True
3465,2022-08-18,Other,True
3465,2023-09-03,Performance,True
3467,2022-05-02,Login,False
3467,2022-08-13,Cancellation,False
3471,2023-12-25,Login,True
3472,2023-09-08,Performance,True
3473,2023-10-02,Performance,True
3473,2023-11-07,Performance,True
3474,2023-11-01,Billing,True
3476,2023-01-04,Billing,True
3476,2023-06-21,Login,True
3478,2023-09-18,Billing,False
3479,2023-07-19,Other,True
3480,2023-08-04,Login,True
3481,2022-05-13,Feature Request,False
3481,2022-06-03,Login,True
3484,2023-11-22,Billing,True
3484,2023-12-03,Feature Request,True
3486,2022-06-16,Performance,False
3495,2023-03-14,Login,True
3498,2023-08-06,Other,False
3502,2023-07-10,Login,True
3502,2023-08-16,Cancellation,True
3503,2023-11-11,Cancellation,True
3503,2023-12-16,Other,True
3505,2023-08-13,Billing,True
3506,2023-09-18,Billing,True
3506,2023-10-10,Cancellation,True
3509,2022-10-27,Performance,True
3510,2022-02-10,Cancellation,True
3510,2022-11-16,Other,True
3513,2023-09-12,Feature Request,True
3515,2022-08-11,Feature Request,True
3515,2023-08-07,Feature Request,True
3516,2023-10-10,Billing,True
3517,2023-11-27,Other,True
3519,2022-11-16,Login,True
3520,2023-10-24,Other,True
3522,2023-03-28,Feature Request,True
3522,2023-05-02,Cancellation,True
3524,2023-08-08,Login,True
3524,2023-09-05,Billing,True
3525,2023-07-08,Cancellation,True
3525,2023-10-15,Cancellation,True
3530,2023-09-03,Cancellation,True
3530,2023-10-22,Feature Request,True
3532,2022-06-17,Feature Request,True
3533,2023-01-18,Login,True
3534,2023-08-15,Performance,True
3535,2023-04-01,Performance,False
3535,2023-11-17,Performance,True
3535,2023-12-22,Performance,True
3537,2023-11-14,Cancellation,True
3538,2023-09-07,Login,True
3543,2023-12-26,Login,True
3544,2022-03-26,Performance,True
3546,2023-08-07,Performance,True
3553,2022-05-13,Login,True
3555,2022-09-01,Cancellation,False
3556,2023-09-26,Cancellation,True
3557,2023-03-17,Billing,False
3559,2023-07-05,Performance,False
3561,2023-02-02,Feature Request,True
3563,2023-01-04,Billing,False
3563,2023-12-16,Feature Request,True
3564,2022-09-19,Billing,True
3567,2023-08-15,Performance,True
3567,2023-11-28,Other,True
3567,2023-12-22,Performance,True
3568,2022-07-25,Feature Request,True
3568,2022-12-22,Billing,True
3568,2023-03-11,Feature Request,True
3570,2022-04-28,Billing,True
3571,2023-09-08,Other,True
3572,2022-11-27,Billing,True
3572,2023-03-05,Billing,True
3573,2023-09-16,Login,True
3573,2023-11-28,Billing,True
3574,2022-11-12,Cancellation,True
3575,2023-02-09,Login,False
3576,2023-06-06,Login,True
3576,2023-08-26,Login,True
3577,2022-11-01,Login,True
3577,2023-07-21,Login,False
3580,2023-07-05,Login,True
3580,2023-08-18,Billing,True
3580,2023-09-04,Cancellation,True
3583,2022-04-27,Performance,True
3583,2023-07-08,Other,True
3585,2022-07-17,Performance,True
3585,2023-05-16,Performance,False
3586,2023-10-23,Cancellation,True
3586,2023-12-12,Billing,True
3587,2023-04-09,Cancellation,True
3588,2023-10-26,Billing,True
3588,2023-12-17,Billing,True
3590,2023-10-11,Billing,True
3592,2023-02-05,Cancellation,True
3592,2023-03-05,Other,True
3592,2023-06-25,Performance,True
3593,2023-12-18,Performance,True
3595,2022-12-03,Performance,True
3595,2023-03-03,Login,True
3595,2023-10-22,Billing,True
3596,2023-02-01,Performance,True
3597,2023-09-18,Performance,True
3598,2023-08-10,Feature Request,True
3598,2023-09-20,Billing,True
3599,2023-12-24,Performance,True
3600,2023-06-09,Cancellation,True
3601,2023-02-28,Cancellation,True
3602,2023-01-06,Performance,True
3602,2023-06-28,Feature Request,True
3603,2023-12-02,Billing,True
3604,2023-05-11,Login,True
3606,2023-08-10,Billing,True
3607,2023-06-17,Billing,True
3608,2023-10-25,Performance,True
3610,2023-10-03,Login,False
3615,2023-06-19,Cancellation,True
3615,2023-10-09,Billing,True
3617,2023-10-13,Login,True
3617,2023-12-06,Other,True
3618,2023-06-01,Billing,True
3618,2023-08-15,Other,True
3618,2023-10-02,Billing,False
3618,2023-11-24,Billing,True
3620,2022-08-01,Performance,True
3620,2022-09-11,Cancellation,True
3620,2023-08-08,Billing,True
3624,2022-06-09,Performance,True
3624,2022-12-24,Performance,True
3624,2023-08-17,Performance,True
3626,2023-08-03,Feature Request,True
3628,2023-09-08,Performance,True
3630,2022-05-06,Billing,False
3631,2022-02-01,Cancellation,True
3631,2022-08-11,Feature Request,True
3631,2023-03-26,Performance,True
3632,2023-04-03,Billing,True
3634,2023-12-12,Other,True
3635,2023-12-18,Feature Request,False
3637,2022-07-16,Feature Request,False
3638,2022-11-13,Login,True
3639,2023-09-14,Login,False
3640,2023-08-27,Performance,True
3641,2022-11-22,Cancellation,True
3643,2022-02-12,Login,True
3643,2022-04-12,Billing,True
3643,2023-09-17,Login,True
3644,2023-12-04,Performance,True
3646,2023-05-05,Feature Request,False
3646,2023-12-15,Performance,True
3648,2022-06-28,Cancellation,True
3648,2022-10-15,Login,True
3648,2022-12-13,Other,True
3648,2023-09-11,Other,False
3649,2023-07-21,Performance,False
3651,2022-04-05,Performance,False
3651,2023-05-09,Cancellation,True
3653,2023-12-21,Performance,False
3656,2022-11-07,Login,True
3656,2023-04-26,Feature Request,True
3662,2022-11-24,Cancellation,True
3662,2022-12-07,Billing,True
3663,2023-01-25,Feature Request,True
3663,2023-03-13,Cancellation,True
3663,2023-12-04,Login,True
3665,2022-10-11,Performance,True
3665,2023-02-25,Billing,True
3665,2023-06-28,Billing,True
3666,2023-06-03,Cancellation,True
3668,2023-01-23,Login,True
3669,2023-11-19,Feature Request,True
3670,2023-03-12,Billing,True
3671,2022-09-02,Performance,True
3673,2023-10-12,Login,True
3674,2023-09-26,Cancellation,True
3679,2023-11-07,Login,True
3680,2023-10-17,Performance,True
3681,2023-04-27,Performance,True
3681,2023-12-18,Performance,True
3683,2022-08-03,Billing,False
3683,2023-12-25,Performance,False
3684,2022-11-03,Login,True
3691,2023-05-16,Performance,True
3694,2023-07-22,Cancellation,True
3694,2023-12-04,Performance,True
3697,2022-10-04,Performance,True
3697,2023-09-23,Login,True
3701,2023-06-08,Login,True
3701,2023-09-22,Billing,True
3702,2022-08-27,Performance,True
3704,2023-09-07,Other,True
3706,2023-12-24,Other,True
3707,2023-10-03,Performance,True
3713,2023-05-12,Cancellation,True
3713,2023-07-20,Performance,True
3713,2023-10-05,Performance,True
3716,2023-08-06,Feature Request,True
3718,2023-08-13,Performance,False
3719,2022-10-26,Login,True
3719,2022-11-14,Performance,True
3719,2023-04-01,Feature Request,True
3719,2023-07-27,Login,True
3720,2023-11-18,Login,True
3723,2022-11-19,Performance,True
3723,2023-08-03,Login,True
3725,2022-06-08,Cancellation,True
3726,2022-10-02,Billing,True
3729,2022-03-20,Performance,True
3732,2023-06-03,Login,False
3733,2023-01-15,Performance,True
3734,2023-04-25,Login,True
3735,2023-01-01,Cancellation,True
3737,2023-10-23,Cancellation,False
3738,2023-01-21,Login,True
3739,2023-12-18,Performance,True
3740,2023-07-25,Performance,True
3742,2022-01-11,Performance,True
3742,2022-02-10,Login,True
3742,2022-07-09,Feature Request,True
3742,2022-08-14,Login,True
3742,2023-06-23,Other,True
3742,2023-07-21,Feature Request,True
3744,2023-04-16,Feature Request,True
3744,2023-07-21,Performance,True
3744,2023-11-15,Other,True
3745,2022-09-24,Login,False
3745,2023-09-13,Billing,True
3749,2022-07-19,Login,True
3749,2023-11-10,Performance,True
3751,2023-12-05,Performance,True
3753,2022-10-13,Cancellation,True
3753,2022-12-02,Login,True
3754,2023-12-28,Performance,False
3756,2022-12-17,Login,True
3757,2022-03-09,Cancellation,True
3757,2023-03-14,Other,True
3758,2023-08-14,Billing,True
3758,2023-11-04,Billing,True
3759,2022-02-16,Cancellation,True
3759,2023-02-08,Feature Request,False
3759,2023-12-13,Login,True
3762,2022-08-17,Performance,True
3763,2022-02-03,Other,True
3763,2022-12-24,Billing,True
3763,2023-02-17,Performance,False
3763,2023-03-26,Login,True
3763,2023-11-13,Billing,True
3766,2023-07-12,Feature Request,True
3767,2023-12-21,Performance,True
3768,2023-02-08,Login,False
3768,2023-09-15,Performance,True
3769,2023-07-17,Billing,True
3770,2022-07-26,Billing,True
3770,2023-02-28,Cancellation,True
3770,2023-03-22,Billing,False
3770,2023-05-16,Cancellation,True
3773,2023-10-07,Feature Request,True
3775,2022-01-25,Billing,True
3775,2023-06-10,Billing,True
3775,2023-10-20,Other,True
3776,2023-09-12,Billing,False
3781,2023-04-17,Feature Request,False
3781,2023-06-25,Cancellation,True
3782,2023-01-24,Performance,True
3783,2023-01-06,Billing,True
3783,2023-02-20,Cancellation,False
3783,2023-04-16,Login,True
3785,2022-06-21,Login,True
3785,2023-04-24,Performance,False
3786,2023-11-15,Billing,True
3795,2023-11-26,Performance,True
3797,2023-11-04,Feature Request,True
3798,2023-02-07,Cancellation,True
3806,2022-10-16,Performance,True
3810,2023-11-15,Cancellation,False
3811,2023-05-08,Login,True
