customer_id,signup_date,country,acquisition_channel,revenue_each_customer,unsolved_issues,plan_type,monthly_fee,start_date,churn_date,churned,risk_score
1766,2023-01-30,France,Google Ads,1019.83,0.0,Premium,99.99,2023-01-30,,False,low
1767,2022-03-05,UK,Referral,1019.83,0.0,Basic,29.99,2022-03-05,,False,low
1768,2023-12-18,Germany,Organic,1019.83,0.0,Basic,29.99,2023-12-18,,False,low
1769,2023-12-22,UK,LinkedIn,1019.83,0.0,Basic,29.99,2023-12-22,,False,low
1770,2022-03-13,France,Referral,1019.83,0.0,Premium,99.99,2022-03-13,,False,low
1771,2022-10-01,Germany,Referral,1019.83,0.0,Basic,29.99,2022-10-01,,False,low
1772,2022-11-16,Germany,Referral,1019.83,0.0,Pro,59.99,2022-11-16,,False,low
1773,2022-12-04,Canada,Organic,1019.83,1.0,Basic,29.99,2022-12-04,,False,low
1774,2023-01-01,Canada,Referral,1019.83,1.0,Premium,99.99,2023-01-01,,False,low
1775,2023-05-10,USA,Google Ads,1019.83,0.0,Basic,29.99,2023-05-10,,False,low
1776,2023-08-30,Canada,Google Ads,179.97,0.0,Basic,29.99,2023-08-30,,False,high
1777,2022-06-15,Germany,LinkedIn,179.97,0.0,Basic,29.99,2022-06-15,,False,high
1778,2023-06-28,Canada,Referral,179.97,0.0,Premium,99.99,2023-06-28,,False,high
1779,2022-01-11,USA,Google Ads,1899.81,0.0,Basic,29.99,2022-01-11,,False,low
1780,2022-10-28,France,Organic,1899.81,0.0,Basic,29.99,2022-10-28,2023-03-18,True,low
1781,2023-12-30,Canada,LinkedIn,1899.81,1.0,Pro,59.99,2023-12-30,2025-02-18,True,low
1782,2022-04-12,Germany,LinkedIn,1899.81,1.0,Pro,59.99,2022-04-12,,False,low
1783,2023-03-01,France,Google Ads,1899.81,1.0,Premium,99.99,2023-03-01,,False,low
1784,2023-01-27,Germany,Google Ads,1899.81,0.0,Premium,99.99,2023-01-27,,False,low
1785,2022-08-02,France,Organic,1899.81,0.0,Basic,29.99,2022-08-02,2023-04-23,True,low
1786,2023-11-22,Germany,Organic,1899.81,0.0,Pro,59.99,2023-11-22,,False,low
1787,2022-03-29,Canada,Google Ads,1899.81,0.0,Basic,29.99,2022-03-29,2022-09-05,True,low
1788,2023-07-07,Canada,Google Ads,1899.81,0.0,Basic,29.99,2023-07-07,2024-08-15,True,low
1789,2023-02-05,USA,Referral,1899.81,1.0,Basic,29.99,2023-02-05,,False,low
1790,2023-08-11,France,Google Ads,1899.81,1.0,Basic,29.99,2023-08-11,2024-08-15,True,low
1791,2022-02-15,USA,LinkedIn,1899.81,0.0,Basic,29.99,2022-02-15,,False,low
1792,2023-11-03,UK,Organic,1899.81,0.0,Premium,99.99,2023-11-03,2024-11-10,True,low
1793,2023-04-08,Canada,Google Ads,1899.81,0.0,Pro,59.99,2023-04-08,,False,low
1794,2023-08-15,France,Google Ads,1899.81,0.0,Basic,29.99,2023-08-15,,False,low
1795,2022-11-06,USA,Organic,1899.81,0.0,Premium,99.99,2022-11-06,2023-07-27,True,low
1796,2022-03-27,USA,Google Ads,1899.81,0.0,Basic,29.99,2022-03-27,,False,low
1797,2022-04-02,UK,Organic,1899.81,0.0,Basic,29.99,2022-04-02,,False,low
1798,2023-10-22,USA,LinkedIn,419.93,1.0,Pro,59.99,2023-10-22,2024-02-08,True,high
1799,2023-11-04,Germany,Organic,419.93,1.0,Basic,29.99,2023-11-04,,False,high
1800,2023-12-15,Canada,Google Ads,419.93,1.0,Basic,29.99,2023-12-15,2024-08-08,True,high
1801,2022-08-30,USA,Google Ads,419.93,0.0,Basic,29.99,2022-08-30,2023-12-23,True,high
1802,2022-01-02,USA,Referral,419.93,0.0,Basic,29.99,2022-01-02,,False,high
1803,2022-08-13,UK,Referral,419.93,0.0,Pro,59.99,2022-08-13,,False,high
1804,2023-08-12,Germany,Google Ads,419.93,0.0,Basic,29.99,2023-08-12,,False,high
1805,2022-04-26,USA,Organic,689.77,0.0,Pro,59.99,2022-04-26,,False,medium
1806,2023-10-28,Canada,Organic,689.77,1.0,Basic,29.99,2023-10-28,,False,medium
1807,2022-04-13,Canada,LinkedIn,689.77,0.0,Pro,59.99,2022-04-13,2022-09-03,True,medium
1808,2022-07-13,USA,Google Ads,689.77,0.0,Pro,59.99,2022-07-13,,False,medium
1809,2022-06-15,Germany,LinkedIn,689.77,0.0,Premium,99.99,2022-06-15,2023-04-11,True,medium
1810,2022-03-31,Canada,LinkedIn,689.77,0.0,Pro,59.99,2022-03-31,,False,medium
1811,2023-11-17,Canada,Referral,689.77,0.0,Premium,99.99,2023-11-17,,False,medium
1812,2022-05-02,Germany,Organic,689.77,0.0,Pro,59.99,2022-05-02,,False,medium
1813,2022-05-23,Germany,Google Ads,689.77,0.0,Premium,99.99,2022-05-23,,False,medium
1814,2022-04-16,USA,Google Ads,689.77,0.0,Premium,99.99,2022-04-16,2023-07-22,True,medium
1815,2023-03-04,France,Google Ads,689.77,0.0,Pro,59.99,2023-03-04,,False,medium
1816,2022-11-01,UK,LinkedIn,689.77,1.0,Basic,29.99,2022-11-01,,False,medium
1817,2022-11-13,France,LinkedIn,689.77,1.0,Basic,29.99,2022-11-13,2023-08-29,True,medium
1818,2023-09-27,France,Google Ads,689.77,0.0,Pro,59.99,2023-09-27,,False,medium
1819,2022-01-09,Canada,Google Ads,689.77,0.0,Basic,29.99,2022-01-09,2022-04-21,True,medium
1820,2022-03-14,Germany,Google Ads,689.77,1.0,Basic,29.99,2022-03-14,,False,medium
1821,2022-12-25,Canada,Google Ads,689.77,0.0,Premium,99.99,2022-12-25,,False,medium
1822,2022-08-11,UK,Referral,689.77,0.0,Basic,29.99,2022-08-11,,False,medium
1823,2023-02-20,USA,Google Ads,689.77,0.0,Basic,29.99,2023-02-20,,False,medium
1824,2023-07-07,UK,Google Ads,689.77,1.0,Basic,29.99,2023-07-07,,False,medium
1825,2023-01-05,Canada,Organic,689.77,1.0,Premium,99.99,2023-01-05,,False,medium
1826,2023-12-17,Canada,Referral,689.77,0.0,Pro,59.99,2023-12-17,2024-07-19,True,medium
1827,2022-09-21,Canada,LinkedIn,689.77,0.0,Premium,99.99,2022-09-21,2023-08-25,True,medium
1828,2023-11-21,Canada,Google Ads,209.92999999999998,0.0,Basic,29.99,2023-11-21,,False,high
1829,2022-11-14,France,Google Ads,209.92999999999998,0.0,Pro,59.99,2022-11-14,2024-01-08,True,high
1830,2022-03-25,USA,Referral,209.92999999999998,0.0,Pro,59.99,2022-03-25,,False,high
1831,2022-11-14,France,Google Ads,209.92999999999998,0.0,Basic,29.99,2022-11-14,,False,high
1832,2022-04-21,Canada,Google Ads,209.92999999999998,0.0,Basic,29.99,2022-04-21,2022-09-06,True,high
1833,2022-09-08,Germany,Organic,209.92999999999998,0.0,Pro,59.99,2022-09-08,,False,high
1834,2023-01-18,France,Organic,209.92999999999998,0.0,Pro,59.99,2023-01-18,,False,high
1835,2022-01-07,Canada,Google Ads,569.81,0.0,Premium,99.99,2022-01-07,,False,medium
1836,2023-04-04,Canada,Google Ads,569.81,0.0,Basic,29.99,2023-04-04,2024-06-28,True,medium
1837,2022-03-25,USA,Organic,569.81,1.0,Basic,29.99,2022-03-25,,False,medium
1838,2022-07-27,UK,Google Ads,569.81,1.0,Basic,29.99,2022-07-27,2023-03-20,True,medium
1839,2023-01-25,France,LinkedIn,569.81,0.0,Basic,29.99,2023-01-25,,False,medium
1840,2022-11-10,France,Organic,569.81,0.0,Basic,29.99,2022-11-10,,False,medium
1841,2022-01-22,France,Organic,569.81,0.0,Basic,29.99,2022-01-22,,False,medium
1842,2023-02-14,Canada,Referral,569.81,1.0,Pro,59.99,2023-02-14,,False,medium
1843,2023-05-30,USA,Google Ads,569.81,0.0,Basic,29.99,2023-05-30,,False,medium
1844,2022-05-07,Canada,Google Ads,569.81,0.0,Premium,99.99,2022-05-07,,False,medium
1845,2023-12-01,Canada,Organic,569.81,0.0,Basic,29.99,2023-12-01,,False,medium
1846,2022-01-14,Germany,Organic,569.81,1.0,Premium,99.99,2022-01-14,,False,medium
1847,2022-01-12,USA,LinkedIn,569.81,1.0,Pro,59.99,2022-01-12,,False,medium
1848,2022-03-28,France,LinkedIn,569.81,1.0,Basic,29.99,2022-03-28,,False,medium
1849,2023-06-08,UK,LinkedIn,569.81,1.0,Pro,59.99,2023-06-08,2023-09-07,True,medium
1850,2023-06-21,France,LinkedIn,569.81,1.0,Basic,29.99,2023-06-21,2024-09-21,True,medium
1851,2022-10-28,Canada,Organic,569.81,1.0,Premium,99.99,2022-10-28,2024-04-09,True,medium
1852,2022-08-31,USA,LinkedIn,569.81,0.0,Basic,29.99,2022-08-31,,False,medium
1853,2022-05-02,USA,Referral,569.81,0.0,Premium,99.99,2022-05-02,,False,medium
1854,2022-05-27,USA,Google Ads,59.98,1.0,Basic,29.99,2022-05-27,,False,high
1855,2023-07-21,Germany,LinkedIn,59.98,0.0,Basic,29.99,2023-07-21,,False,high
1856,2022-12-22,France,Referral,479.84,0.0,Premium,99.99,2022-12-22,,False,high
1857,2023-11-16,Germany,Google Ads,479.84,0.0,Basic,29.99,2023-11-16,,False,high
1858,2023-09-23,UK,Organic,479.84,0.0,Basic,29.99,2023-09-23,,False,high
1859,2022-11-05,Canada,LinkedIn,479.84,0.0,Basic,29.99,2022-11-05,,False,high
1860,2023-11-26,Germany,Organic,479.84,1.0,Premium,99.99,2023-11-26,,False,high
1861,2022-10-15,Germany,Google Ads,479.84,0.0,Premium,99.99,2022-10-15,,False,high
1862,2022-11-03,Canada,LinkedIn,479.84,0.0,Pro,59.99,2022-11-03,,False,high
1863,2023-08-17,USA,Google Ads,479.84,0.0,Basic,29.99,2023-08-17,,False,high
1864,2023-12-24,Canada,Organic,479.84,0.0,Basic,29.99,2023-12-24,2024-10-26,True,high
1865,2023-10-24,France,Google Ads,479.84,0.0,Premium,99.99,2023-10-24,,False,high
1866,2023-07-03,Canada,LinkedIn,479.84,0.0,Pro,59.99,2023-07-03,,False,high
1867,2022-12-18,USA,LinkedIn,479.84,0.0,Basic,29.99,2022-12-18,2023-05-29,True,high
1868,2022-11-08,Canada,Google Ads,479.84,1.0,Basic,29.99,2022-11-08,,False,high
1869,2022-02-28,Germany,Organic,479.84,1.0,Premium,99.99,2022-02-28,2022-12-20,True,high
1870,2023-10-05,UK,Organic,479.84,0.0,Premium,99.99,2023-10-05,,False,high
1871,2023-12-15,Germany,Google Ads,479.84,0.0,Basic,29.99,2023-12-15,,False,high
1872,2022-02-04,UK,Google Ads,479.84,0.0,Basic,29.99,2022-02-04,,False,high
1873,2023-03-21,Canada,Google Ads,2199.7799999999997,1.0,Premium,99.99,2023-03-21,2024-01-02,True,low
1874,2022-04-03,France,Google Ads,2199.7799999999997,1.0,Pro,59.99,2022-04-03,2023-09-25,True,low
1875,2022-07-26,Canada,Organic,2199.7799999999997,0.0,Premium,99.99,2022-07-26,,False,low
1876,2022-12-19,USA,Organic,2199.7799999999997,0.0,Pro,59.99,2022-12-19,,False,low
1877,2022-11-28,Canada,Google Ads,2199.7799999999997,0.0,Pro,59.99,2022-11-28,,False,low
1878,2023-12-26,UK,Referral,2199.7799999999997,0.0,Premium,99.99,2023-12-26,,False,low
1879,2022-06-08,Germany,Referral,2199.7799999999997,0.0,Basic,29.99,2022-06-08,,False,low
1880,2022-01-24,France,Google Ads,2199.7799999999997,0.0,Basic,29.99,2022-01-24,,False,low
1881,2023-02-08,Canada,Google Ads,2199.7799999999997,0.0,Basic,29.99,2023-02-08,,False,low
1882,2023-05-31,Canada,Google Ads,2199.7799999999997,0.0,Basic,29.99,2023-05-31,,False,low
1883,2022-12-30,Germany,Referral,2199.7799999999997,0.0,Pro,59.99,2022-12-30,,False,low
1884,2023-01-17,France,LinkedIn,2199.7799999999997,0.0,Basic,29.99,2023-01-17,,False,low
1885,2023-06-16,Canada,LinkedIn,2199.7799999999997,0.0,Pro,59.99,2023-06-16,,False,low
1886,2022-06-01,Canada,Google Ads,2199.7799999999997,0.0,Basic,29.99,2022-06-01,,False,low
1887,2023-07-16,UK,Organic,2199.7799999999997,0.0,Basic,29.99,2023-07-16,,False,low
1888,2023-11-20,UK,LinkedIn,2199.7799999999997,0.0,Basic,29.99,2023-11-20,,False,low
1889,2023-08-31,USA,Organic,2199.7799999999997,0.0,Pro,59.99,2023-08-31,,False,low
1890,2023-09-09,Germany,Referral,2199.7799999999997,0.0,Basic,29.99,2023-09-09,2025-02-04,True,low
1891,2023-02-24,France,Organic,2199.7799999999997,0.0,Premium,99.99,2023-02-24,,False,low
1892,2022-09-07,Canada,Organic,2199.7799999999997,0.0,Premium,99.99,2022-09-07,,False,low
1893,2022-04-27,Canada,Referral,2199.7799999999997,1.0,Premium,99.99,2022-04-27,2023-12-03,True,low
1894,2023-05-27,USA,Google Ads,2199.7799999999997,1.0,Premium,99.99,2023-05-27,,False,low
1895,2023-08-01,Canada,Organic,149.95,1.0,Pro,59.99,2023-08-01,,False,high
1896,2022-12-01,Germany,LinkedIn,149.95,1.0,Premium,99.99,2022-12-01,2023-10-13,True,high
1897,2023-02-22,USA,Organic,149.95,0.0,Premium,99.99,2023-02-22,2023-11-20,True,high
1898,2022-10-22,Germany,LinkedIn,149.95,0.0,Basic,29.99,2022-10-22,,False,high
1899,2023-01-06,USA,LinkedIn,149.95,0.0,Pro,59.99,2023-01-06,,False,high
1900,2022-07-05,Canada,Google Ads,119.98,0.0,Basic,29.99,2022-07-05,2023-12-02,True,high
1901,2022-09-03,USA,Google Ads,119.98,0.0,Basic,29.99,2022-09-03,,False,high
1902,2023-09-29,UK,Organic,359.94,0.0,Basic,29.99,2023-09-29,,False,high
1903,2022-09-25,France,Google Ads,359.94,0.0,Basic,29.99,2022-09-25,,False,high
1904,2023-10-05,Canada,Google Ads,359.94,0.0,Premium,99.99,2023-10-05,,False,high
1905,2022-08-25,France,LinkedIn,359.94,0.0,Pro,59.99,2022-08-25,,False,high
1906,2023-06-14,Canada,LinkedIn,359.94,0.0,Basic,29.99,2023-06-14,,False,high
1907,2023-07-06,France,Google Ads,359.94,0.0,Basic,29.99,2023-07-06,,False,high
1908,2022-01-21,UK,Google Ads,499.95,0.0,Basic,29.99,2022-01-21,,False,high
1909,2023-06-04,France,Referral,499.95,1.0,Basic,29.99,2023-06-04,,False,high
1910,2022-04-10,USA,Google Ads,499.95,1.0,Pro,59.99,2022-04-10,,False,high
1911,2023-04-23,France,LinkedIn,499.95,0.0,Basic,29.99,2023-04-23,,False,high
1912,2023-08-22,Canada,Google Ads,499.95,0.0,Basic,29.99,2023-08-22,2024-02-06,True,high
1913,2022-10-25,Germany,Organic,499.95,0.0,Basic,29.99,2022-10-25,,False,high
1914,2023-06-10,France,Organic,59.98,0.0,Premium,99.99,2023-06-10,2024-12-25,True,high
1915,2022-11-30,France,LinkedIn,59.98,0.0,Basic,29.99,2022-11-30,2023-03-01,True,high
1916,2022-01-02,France,Google Ads,59.98,0.0,Basic,29.99,2022-01-02,,False,high
1917,2023-01-10,Canada,Referral,2399.7599999999998,0.0,Pro,59.99,2023-01-10,,False,low
1918,2022-10-20,France,Referral,2399.7599999999998,1.0,Pro,59.99,2022-10-20,,False,low
1919,2023-07-07,Canada,Google Ads,2399.7599999999998,0.0,Basic,29.99,2023-07-07,,False,low
1920,2022-11-14,Canada,Organic,2399.7599999999998,0.0,Basic,29.99,2022-11-14,,False,low
1921,2023-05-17,Germany,Referral,2399.7599999999998,0.0,Basic,29.99,2023-05-17,2023-11-02,True,low
1922,2023-01-16,USA,Organic,2399.7599999999998,1.0,Basic,29.99,2023-01-16,,False,low
1923,2023-09-15,Canada,Google Ads,2399.7599999999998,1.0,Pro,59.99,2023-09-15,,False,low
1924,2022-01-14,UK,Google Ads,2399.7599999999998,0.0,Basic,29.99,2022-01-14,,False,low
1925,2023-05-19,France,Organic,2399.7599999999998,0.0,Basic,29.99,2023-05-19,,False,low
1926,2022-08-19,UK,Referral,2399.7599999999998,0.0,Basic,29.99,2022-08-19,,False,low
1927,2022-03-25,France,Referral,2399.7599999999998,1.0,Basic,29.99,2022-03-25,2023-07-27,True,low
1928,2022-05-10,Germany,Referral,2399.7599999999998,1.0,Pro,59.99,2022-05-10,,False,low
1929,2022-05-25,Canada,Google Ads,2399.7599999999998,1.0,Basic,29.99,2022-05-25,,False,low
1930,2022-01-28,USA,LinkedIn,2399.7599999999998,1.0,Pro,59.99,2022-01-28,,False,low
1931,2022-03-07,Canada,Google Ads,2399.7599999999998,1.0,Basic,29.99,2022-03-07,,False,low
1932,2022-06-12,France,Referral,2399.7599999999998,1.0,Basic,29.99,2022-06-12,,False,low
1933,2022-08-17,USA,Referral,2399.7599999999998,0.0,Premium,99.99,2022-08-17,,False,low
1934,2022-09-18,Canada,Organic,2399.7599999999998,0.0,Pro,59.99,2022-09-18,,False,low
1935,2023-03-25,USA,Referral,2399.7599999999998,0.0,Pro,59.99,2023-03-25,,False,low
1936,2023-02-28,France,Google Ads,2399.7599999999998,0.0,Basic,29.99,2023-02-28,,False,low
1937,2023-04-05,Germany,Referral,2399.7599999999998,1.0,Basic,29.99,2023-04-05,,False,low
1938,2023-11-07,Germany,Google Ads,2399.7599999999998,1.0,Basic,29.99,2023-11-07,,False,low
1939,2022-10-28,Canada,Google Ads,2399.7599999999998,1.0,Basic,29.99,2022-10-28,,False,low
1940,2022-10-30,UK,Google Ads,2399.7599999999998,0.0,Pro,59.99,2022-10-30,2024-03-14,True,low
1941,2022-10-14,France,Referral,119.96,0.0,Basic,29.99,2022-10-14,,False,high
1942,2023-01-30,Canada,Google Ads,119.96,0.0,Basic,29.99,2023-01-30,,False,high
1943,2022-01-10,Canada,Referral,119.96,0.0,Basic,29.99,2022-01-10,,False,high
1944,2023-12-08,Germany,Organic,119.96,0.0,Pro,59.99,2023-12-08,2024-03-11,True,high
1945,2023-09-22,USA,LinkedIn,359.94,0.0,Pro,59.99,2023-09-22,2024-12-02,True,high
1946,2022-09-27,France,Google Ads,359.94,0.0,Basic,29.99,2022-09-27,,False,high
1947,2023-08-15,USA,Google Ads,359.94,0.0,Basic,29.99,2023-08-15,,False,high
1948,2023-08-28,France,LinkedIn,359.94,0.0,Basic,29.99,2023-08-28,2024-09-17,True,high
1949,2022-12-27,UK,Organic,359.94,0.0,Basic,29.99,2022-12-27,,False,high
1950,2022-09-14,Germany,Google Ads,359.94,0.0,Pro,59.99,2022-09-14,,False,high
1951,2022-05-13,UK,Organic,359.88,1.0,Premium,99.99,2022-05-13,,False,high
1952,2022-10-03,Canada,Referral,359.88,0.0,Basic,29.99,2022-10-03,2023-05-09,True,high
1953,2023-11-14,Germany,Referral,359.88,0.0,Basic,29.99,2023-11-14,2024-12-03,True,high
1954,2023-05-28,Canada,Organic,359.88,1.0,Pro,59.99,2023-05-28,,False,high
1955,2022-11-09,UK,LinkedIn,359.88,1.0,Pro,59.99,2022-11-09,,False,high
1956,2023-07-30,France,Organic,359.88,0.0,Basic,29.99,2023-07-30,,False,high
1957,2022-10-11,Canada,Google Ads,359.88,0.0,Basic,29.99,2022-10-11,,False,high
1958,2022-05-01,USA,Referral,359.88,0.0,Basic,29.99,2022-05-01,,False,high
1959,2022-04-17,France,LinkedIn,359.88,0.0,Pro,59.99,2022-04-17,,False,high
1960,2023-11-18,France,Google Ads,359.88,0.0,Pro,59.99,2023-11-18,,False,high
1961,2022-07-23,UK,Referral,359.88,0.0,Basic,29.99,2022-07-23,,False,high
1962,2022-06-14,UK,Google Ads,359.88,1.0,Basic,29.99,2022-06-14,,False,high
1963,2022-11-01,Germany,Google Ads,359.88,1.0,Basic,29.99,2022-11-01,,False,high
1964,2023-05-12,Germany,Google Ads,419.85999999999996,1.0,Basic,29.99,2023-05-12,,False,high
1965,2023-09-24,USA,LinkedIn,419.85999999999996,0.0,Basic,29.99,2023-09-24,,False,high
1966,2023-07-10,France,Organic,419.85999999999996,0.0,Pro,59.99,2023-07-10,2024-10-08,True,high
1967,2022-06-05,USA,Referral,419.85999999999996,0.0,Premium,99.99,2022-06-05,,False,high
1968,2023-01-02,USA,LinkedIn,419.85999999999996,0.0,Basic,29.99,2023-01-02,,False,high
1969,2023-12-20,UK,Google Ads,419.85999999999996,0.0,Basic,29.99,2023-12-20,2024-06-03,True,high
1970,2023-09-12,USA,Organic,419.85999999999996,0.0,Basic,29.99,2023-09-12,,False,high
1971,2022-09-08,USA,Referral,419.85999999999996,0.0,Pro,59.99,2022-09-08,,False,high
1972,2022-11-30,Canada,LinkedIn,419.85999999999996,1.0,Basic,29.99,2022-11-30,,False,high
1973,2023-10-04,Germany,LinkedIn,419.85999999999996,0.0,Basic,29.99,2023-10-04,,False,high
1974,2023-05-26,Germany,Google Ads,419.85999999999996,1.0,Basic,29.99,2023-05-26,,False,high
1975,2022-10-20,France,Referral,419.85999999999996,2.0,Pro,59.99,2022-10-20,,False,high
1976,2022-01-20,Germany,Organic,419.85999999999996,2.0,Basic,29.99,2022-01-20,2022-11-10,True,high
1977,2022-10-09,France,Google Ads,419.85999999999996,2.0,Basic,29.99,2022-10-09,,False,high
1978,2022-01-01,Canada,LinkedIn,89.97,2.0,Basic,29.99,2022-01-01,,False,high
1979,2022-04-29,Germany,Organic,89.97,1.0,Pro,59.99,2022-04-29,2022-08-03,True,high
1980,2022-02-04,Canada,Google Ads,89.97,0.0,Pro,59.99,2022-02-04,,False,high
1981,2022-07-17,Germany,Organic,479.92,0.0,Basic,29.99,2022-07-17,,False,high
1982,2023-04-30,Germany,Organic,479.92,1.0,Premium,99.99,2023-04-30,,False,high
1983,2022-02-28,Canada,LinkedIn,479.92,1.0,Pro,59.99,2022-02-28,,False,high
1984,2022-06-10,USA,Google Ads,479.92,0.0,Basic,29.99,2022-06-10,2023-02-03,True,high
1985,2023-11-22,USA,Google Ads,479.92,0.0,Pro,59.99,2023-11-22,,False,high
1986,2022-07-25,USA,Google Ads,479.92,0.0,Basic,29.99,2022-07-25,,False,high
1987,2022-01-12,USA,Organic,479.92,0.0,Pro,59.99,2022-01-12,,False,high
1988,2023-05-05,Germany,Organic,479.92,0.0,Basic,29.99,2023-05-05,,False,high
1989,2022-10-03,UK,LinkedIn,779.87,0.0,Premium,99.99,2022-10-03,,False,medium
1990,2023-11-24,Canada,Google Ads,779.87,0.0,Basic,29.99,2023-11-24,,False,medium
1991,2022-08-30,UK,Google Ads,779.87,0.0,Basic,29.99,2022-08-30,2024-01-21,True,medium
1992,2022-08-04,UK,LinkedIn,779.87,0.0,Basic,29.99,2022-08-04,,False,medium
1993,2022-09-08,France,LinkedIn,779.87,1.0,Basic,29.99,2022-09-08,,False,medium
1994,2022-05-06,USA,Organic,779.87,0.0,Basic,29.99,2022-05-06,,False,medium
1995,2022-08-05,Germany,LinkedIn,779.87,0.0,Premium,99.99,2022-08-05,,False,medium
1996,2022-11-02,USA,Organic,779.87,0.0,Pro,59.99,2022-11-02,,False,medium
1997,2022-07-04,USA,LinkedIn,779.87,0.0,Basic,29.99,2022-07-04,,False,medium
1998,2022-02-08,UK,LinkedIn,779.87,0.0,Basic,29.99,2022-02-08,,False,medium
1999,2022-08-11,France,Referral,779.87,0.0,Pro,59.99,2022-08-11,,False,medium
2000,2022-07-03,USA,Organic,779.87,0.0,Basic,29.99,2022-07-03,,False,medium
2001,2023-05-10,Canada,LinkedIn,779.87,0.0,Basic,29.99,2023-05-10,,False,medium
2002,2023-03-03,Canada,Google Ads,269.90999999999997,0.0,Basic,29.99,2023-03-03,,False,high
2003,2022-06-27,USA,Google Ads,269.90999999999997,0.0,Basic,29.99,2022-06-27,,False,high
2004,2023-03-04,UK,Google Ads,269.90999999999997,0.0,Basic,29.99,2023-03-04,2023-06-19,True,high
2005,2022-10-21,UK,Referral,269.90999999999997,1.0,Basic,29.99,2022-10-21,,False,high
2006,2022-05-31,Germany,Google Ads,269.90999999999997,1.0,Basic,29.99,2022-05-31,,False,high
2007,2023-01-19,France,Google Ads,269.90999999999997,1.0,Basic,29.99,2023-01-19,2024-02-09,True,high
2008,2023-09-30,UK,Referral,269.90999999999997,0.0,Premium,99.99,2023-09-30,2024-07-22,True,high
2009,2022-11-04,Germany,Google Ads,269.90999999999997,0.0,Pro,59.99,2022-11-04,,False,high
2010,2022-12-02,Canada,Organic,269.90999999999997,1.0,Premium,99.99,2022-12-02,,False,high
2011,2023-01-10,Canada,Referral,479.84,1.0,Pro,59.99,2023-01-10,,False,high
2012,2022-01-08,Canada,Referral,479.84,0.0,Basic,29.99,2022-01-08,,False,high
2013,2022-12-07,USA,Google Ads,479.84,0.0,Pro,59.99,2022-12-07,,False,high
2014,2022-05-09,France,Google Ads,479.84,0.0,Basic,29.99,2022-05-09,,False,high
2015,2023-10-31,Germany,Referral,479.84,0.0,Basic,29.99,2023-10-31,,False,high
2016,2022-12-18,France,Organic,479.84,1.0,Basic,29.99,2022-12-18,,False,high
2017,2022-12-24,USA,LinkedIn,479.84,1.0,Basic,29.99,2022-12-24,2024-07-18,True,high
2018,2023-06-01,Germany,Google Ads,479.84,0.0,Premium,99.99,2023-06-01,,False,high
2019,2023-05-10,Germany,LinkedIn,479.84,1.0,Premium,99.99,2023-05-10,,False,high
2020,2022-03-27,UK,Google Ads,479.84,1.0,Basic,29.99,2022-03-27,,False,high
2021,2022-06-24,France,Organic,479.84,1.0,Premium,99.99,2022-06-24,,False,high
2022,2022-07-12,France,Organic,479.84,0.0,Basic,29.99,2022-07-12,2022-12-10,True,high
2023,2022-11-07,UK,Referral,479.84,0.0,Basic,29.99,2022-11-07,2024-03-10,True,high
2024,2022-04-29,Canada,LinkedIn,479.84,0.0,Pro,59.99,2022-04-29,,False,high
2025,2022-08-06,USA,Organic,479.84,0.0,Pro,59.99,2022-08-06,,False,high
2026,2023-03-03,France,LinkedIn,479.84,0.0,Basic,29.99,2023-03-03,,False,high
2027,2023-02-18,UK,LinkedIn,479.84,0.0,Pro,59.99,2023-02-18,2023-12-25,True,high
2028,2022-04-24,Germany,Organic,539.8199999999999,0.0,Pro,59.99,2022-04-24,,False,medium
2029,2022-05-25,UK,Referral,539.8199999999999,0.0,Basic,29.99,2022-05-25,,False,medium
2030,2023-06-22,Canada,LinkedIn,539.8199999999999,0.0,Pro,59.99,2023-06-22,,False,medium
2031,2023-10-10,USA,Organic,539.8199999999999,0.0,Basic,29.99,2023-10-10,,False,medium
2032,2022-10-30,Canada,LinkedIn,539.8199999999999,0.0,Basic,29.99,2022-10-30,2024-05-09,True,medium
2033,2023-08-11,Germany,LinkedIn,539.8199999999999,0.0,Pro,59.99,2023-08-11,2024-05-13,True,medium
2034,2022-12-11,Germany,Google Ads,539.8199999999999,0.0,Premium,99.99,2022-12-11,2024-01-10,True,medium
2035,2022-01-01,Germany,Google Ads,539.8199999999999,0.0,Pro,59.99,2022-01-01,,False,medium
2036,2022-05-27,Germany,Google Ads,539.8199999999999,0.0,Basic,29.99,2022-05-27,2023-10-21,True,medium
2037,2022-10-14,UK,Referral,539.8199999999999,0.0,Basic,29.99,2022-10-14,,False,medium
2038,2023-10-16,Germany,Referral,539.8199999999999,0.0,Basic,29.99,2023-10-16,,False,medium
2039,2022-02-22,Germany,Organic,539.8199999999999,0.0,Pro,59.99,2022-02-22,,False,medium
2040,2022-10-31,UK,LinkedIn,539.8199999999999,0.0,Premium,99.99,2022-10-31,,False,medium
2041,2022-03-10,Germany,LinkedIn,539.8199999999999,0.0,Basic,29.99,2022-03-10,2023-08-07,True,medium
2042,2022-12-27,Canada,Google Ads,539.8199999999999,0.0,Basic,29.99,2022-12-27,,False,medium
2043,2023-08-25,Canada,Organic,539.8199999999999,0.0,Premium,99.99,2023-08-25,,False,medium
2044,2022-08-08,France,LinkedIn,539.8199999999999,0.0,Basic,29.99,2022-08-08,2024-02-10,True,medium
